"Maturity","Behaviour_PC1","Age","Foraging","Nursing","Queen_contact","Guarding","Cleaning"
0.782256518593025,0.700250669460954,0.481712915691434,0.350137587,0.377839643837657,0.232745651993129,0.0924956403568325,0.0102269651419953
0.766646469608284,0.593025164414247,0.618969701289135,0.458390297,0.419379242008545,0.25594437555971,0.0654249220514447,0.0286430010486921
0.765932881556937,0.637546949635452,0.585912284070082,0.516392563,0.261841980066792,0.218331989072845,0.037778122995306,0.000148265795682064
0.762071579140649,0.592531701216056,0.600936180391092,0.596905971,0.426409003541889,0.205516508806389,0.0294079031370598,0.00284354538253102
0.782728799752358,0.568790017705185,0.656074860094875,0.647506107,0.383596674392813,0.0987564275704389,0.0176159914392195,0.0299249635367025
0.74785496164805,0.592493590204277,0.593238389360509,0.585478962,0.32443352539062,0.317253692602687,0.0195151585641732,0.0585156011664927
0.771254042394523,0.658633517183485,0.570741350471154,0.446443405,0.384853967438936,0.12561166624872,0.0625401055660368,0.00402986278041963
0.794158052994009,0.72022819549646,0.558213561891186,0.620172956,0.374228833144503,0.187492443246178,0.0134644520031942,0.0443373540786415
0.753383169787524,0.683291786373264,0.582178354747551,0.428890948,0.318044814350141,0.20132113723683,0.07470502119789,0.0309577403078325
0.745564639930964,0.582032301475229,0.62174712439986,0.544584461,0.359716447511227,0.285653562103125,0.0227535026577085,0.0020376165710665
0.715609090181884,0.651510330300132,0.671237445149779,0.588272435,0.316815425865025,0.292404617842209,0.0132263166777007,0.00410862916408316
0.813050548591133,0.569202431571621,0.638727504263166,0.655434749,0.310669000565059,0.210274351021906,0.0469886096168838,0.017093214359593
0.759207038762736,0.589371489686037,0.647541401597655,0.493838644,0.288836890202503,0.340165371736213,0.0551979298197125,0.0127051989837232
0.772796591626272,0.616123122147157,0.61784253633641,0.452044474,0.387486477306063,0.310128026987602,0.0907235844777065,0.00115473465979721
0.738940986871867,0.624207967294686,0.565665738073165,0.591232763,0.298004347678712,0.133007367570728,0.00651713420999076,0.0145068792941372
0.771150451112708,0.548254703214422,0.540277277384788,0.492317124,0.378266185223661,0.207376876150029,0.0148094524937113,3.61962527880024e-07
0.769884294556363,0.61447331399737,0.63044921597214,0.453060309,0.331952487561914,0.193413367592203,0.0481914383069591,0.000436775413100733
0.724390939420731,0.640165263774161,0.546778500450274,0.444607745,0.352025393852673,0.260840125676069,0.0426410642274914,0.00258623106895563
0.7531705078943,0.634167372314646,0.586282150568912,0.661040249,0.323936879705521,0.201645589184907,0.0557695627498437,0.0078491672728065
0.772191885637548,0.691329701749147,0.52374410773926,0.653340147,0.389192672817261,0.342336975691084,0.0402634480838334,0.00398760983866699
0.78733691933782,0.705419660482502,0.676558422238192,0.637716093,0.391877908918573,0.203372055290814,0.043693060023377,0.0108219354372157
0.782761408631806,0.691122389137876,0.595498466286827,0.504807853,0.292567964261692,0.283156713399864,0.11854737882728,0.00689129656956497
0.771088695544303,0.643548367062869,0.66897979289225,0.473768109,0.379628231326735,0.206875212750338,0.0381161013702721,0.0204833131386363
0.744909178943999,0.69664384961016,0.636776486018268,0.441876815,0.282676681681326,0.220252194237192,0.0741067017233227,0.00346798971798318
0.77566911039552,0.727356203852164,0.586489881594292,0.559430364,0.401055292896063,0.217426698924301,0.130856446724617,0.0020474287172498
0.76134779888866,0.653055012808522,0.570430898212395,0.583746156,0.324758079905436,0.280432760895427,0.0665536498644359,0.0083058286265183
0.753811832980592,0.484529469421225,0.675766050319631,0.48557813,0.352520334250697,0.290026415047524,0.0197952392218664,0.0162689877478265
0.708347501375837,0.64487943782422,0.670633873709264,0.480720498,0.307826063524932,0.260031838567304,0.131017798841288,0.0554769016262489
0.764275725487172,0.6306237381354,0.653257744004641,0.359520477,0.310794220714023,0.23841313217192,1.04960293249328e-05,0.00713321417100565
0.743298380578071,0.682085662490147,0.599728830679394,0.39462449,0.315979811698171,0.180268814363931,0.0659897545824396,0.0135999528185506
0.715444655422804,0.690342598868036,0.658261969548173,0.48650197,0.336625599588365,0.247586028320315,0.0502030351905583,0.0152346762922197
0.764899653169853,0.597955495165263,0.61341570853076,0.529943972,0.360810022576717,0.245708981370586,0.0321644437830604,0.00680565570626193
0.731217617253326,0.577393408158047,0.574642124862592,0.470056714,0.378042520417802,0.166433336967289,0.0615399592190038,NA
0.775719233229753,0.630452789103128,0.569688830649942,0.418554095,0.257460901587567,0.127831600886596,0.0899676652846453,0.0505533626357565
0.697446061252595,0.588189309617889,0.548375992603865,0.55826668,0.371369910516751,0.243608607219183,0.0228010811938414,0.0601421849940476
0.768471316762122,0.50222489150875,0.652841606484511,0.522014329,0.365679056546693,0.280204881957141,0.0666289018208529,0.000960791354836798
0.756105573851045,0.656205157440384,0.589320150355658,0.53633014,0.38257873335577,0.243086964689415,0.0193427797520931,0.00385102639383967
0.750143193433939,0.71564713723014,0.617254144475066,0.374183527,0.377834070145401,0.219126745497842,0.00581906859004918,0.0439859619478061
0.793212450643845,0.625129785058582,0.408419834306412,0.48574815,0.408394581583992,0.292354401795023,0.0587016928359645,0.000716129279201462
0.806249498782456,0.592554925366595,0.520509219221187,0.367487271,0.394502417223966,0.243490713236712,0.161488450765725,0.0117341322772908
0.76190962412678,0.730936628565465,0.60458960971262,0.592833592,0.309157213105999,0.156028794922473,0.0561247798921433,0.00458878394916287
0.782192404253483,0.657064405762103,0.574805665430666,0.50780153,0.30999772053079,0.268340623920159,0.0749110968647049,0.00113107617923349
0.767635629640449,0.660664057388092,0.564910402735745,0.638128747,0.295255323250062,0.181254520382273,0.00275137942832492,0.00442349641546974
0.735947944039532,0.686116647222467,0.58573935265908,0.364104926,0.36670332843595,0.209236247395884,0.0180579600047611,0.0107611151223167
0.749852729836458,0.687364047960672,0.612226254856974,0.482021653,0.333246583110746,0.133697396472334,0.0084229662555475,0.0347104263334385
0.772331960438525,0.631374917622032,0.578265034007128,0.560129014,0.221397574135009,0.136431921363814,0.0096154534127565,0.0239682568089207
0.796070566262963,0.632292514612096,0.547702567904992,0.57860111,0.299187313647245,0.258797694163793,0.0294861317429187,0.0509313868856193
0.786380284513643,0.588725015148656,0.521862998923802,0.509743578,0.24773747808903,0.324361318449239,0.178438366304909,0.0253759610174231
0.745729429394079,0.668801390854106,0.500569946255215,0.470031213,0.363948382330701,0.241198177893736,0.0208412401746961,0.00663578002225936
0.781318185971604,0.61480382178463,0.617652122207998,0.482676511,0.391320118433653,0.211236885621365,0.0412392135724517,0.0372295883022332
0.814741330642451,0.62079962245137,0.617196819840277,0.483739406,0.378960087958469,0.298269448347835,0.0190347864651215,0.00339444794503114
0.712947478528531,0.651751033950923,0.472828768228212,0.621109068,0.336210325673759,0.172619386191597,0.00300073249993194,0.0349005283525222
0.747565319074815,0.709731456243802,0.682389623219693,0.506472805,0.354688079425246,0.195629520416927,0.0486365683936767,0.00163428194037676
0.769174031428177,0.605936948866078,0.585617439714708,0.66351194,0.363451830702327,0.22521235156606,0.000172634964569082,0.0356191873189466
0.752795025820994,0.632813777582858,0.639041186696685,0.464483982,0.310097006066259,0.272289537812657,0.00273915508018478,0.00196079105607018
0.767945219953276,0.67530491486152,0.580851652626429,0.594723284,0.331117991135107,0.136345491017785,0.0631642722423461,0.0160413283951378
0.768893494982362,0.693321013547122,0.52241565889118,0.493444926,0.363403508871044,0.304817458461906,0.0633122353426558,0.00730165740237041
0.806841971987343,0.623531542033498,0.610610417765362,0.655208674,0.296909436663068,0.245642480484335,0.08744737326834,NA
0.778099152573752,0.639880554125678,0.601411583896371,0.468617517,0.33708573019205,0.2736921559644,0.0354590740311012,0.000593185954485052
0.749758492816523,0.569841902920301,0.581095100055336,0.609633115,0.302867764629656,0.249919777856214,0.0587587766499854,0.0382775351119206
0.761311342155286,0.667848878477519,0.543129102443738,0.672593056,0.354876336960191,0.319826755055889,0.0485144690558415,0.105550254227993
0.778604437500339,0.654356148398358,0.587402426454799,0.594754166,0.370423351117012,0.21341382854574,0.0173223598998553,0.00957266670080728
0.712482240569064,0.631148141995523,0.613736615080168,0.561112931,0.243452590549762,0.274559056276044,0.0193655618909166,0.0151686799684299
0.77738413359063,0.632656714382409,0.636156536354242,0.575345126,0.292400499812554,0.266527880055993,0.00475257193079402,0.00150175167519826
0.732044035956375,0.623964092865918,0.560816820879594,0.719725321,0.31585390040272,0.227294443620531,0.0234744906446793,0.02667931432676
0.756646188208362,0.585299806672953,0.597310167240432,0.60337699,0.303024599516709,0.255706937023935,0.10123221983844,0.00908541610629135
0.786135199629693,0.640888778151802,0.58009219775837,0.547017573,0.24936675146645,0.225003096081146,0.0948782987547389,0.0118711275261001
0.743221784804866,0.507873768393008,0.601316650093077,0.437293629,0.336888720173639,0.19256109004814,0.00720722819341902,0.0231246476752668
0.771021806960451,0.624963706925276,0.677585068867802,0.659581792,0.222363154945649,0.191236683659299,0.0840344271136774,0.0328372783247165
0.741394274525006,0.501189026526697,0.599928523121718,0.589313719,0.29261311885668,0.193220082385626,0.11839605110724,0.00484440086190643
0.794794167930351,0.660927102832418,0.651477852278923,0.487107283,0.319211762266339,0.12535040102615,0.0673030238817693,0.00983894660324066
0.689204058606778,0.683199148494835,0.557389003139423,0.621937299,0.347946904424162,0.34778941488819,0.0546704423544914,0.00111102306062086
0.785433961155885,0.633964488756528,0.571860706309736,0.581302987,0.397286821317493,0.138527313274282,0.0102187778601046,0.0040753260484015
0.711665425704498,0.617784583809028,0.584179362185565,0.687659043,0.268490767956035,0.205383049006015,0.00981589252220706,0.0177722484355329
0.765799966913435,0.708762431236408,0.670698272367351,0.494153349,0.366447581203168,0.0563531264737979,0.0454460556060153,0.01053817801832
0.788337127540048,0.685548696546169,0.590013154591922,0.483735889,0.301848640490615,0.218430739996832,0.0308740186834115,0.000725970326640532
