"cleaning","trophallaxis","broodcare","guarding","queenattending","prop"
0.00709219858156028,0.272727272727273,0,0.148129089781697,0.124212010989228,0.334134966120965
0.0212765957446809,0.181818181818182,0.236363636363636,7.94388186644519e-05,0.487796824895518,0
0.234042553191489,0.272727272727273,0.0363636363636364,0.00522354017894413,0.154358815158818,0.0045067389843851
0.0283687943262411,0,0,0.416831494396614,0.074505673161987,0
0.0141843971631206,0.454545454545455,0,0.030076187268971,0.135696507815738,0.490445533763331
0.0283687943262411,0.545454545454545,0.509090909090909,0,0.462213313761837,0
0.0212765957446809,0.181818181818182,0.6,0.00874188545759271,0.327257914881934,0.00325602375541345
0.00709219858156028,0,0.254545454545455,0,0.2669302119428,8.60620735147935e-07
0,0.272727272727273,0,0.0783709482707486,0.108241382589862,0
0,0,0,0.12717145307129,0.293477344138331,8.45067348368153e-07
0,0.636363636363636,0,0.098505336108738,0.090296856298439,0
0,0.363636363636364,0.0545454545454545,0.0417489460486009,0.100704681547464,1.82752294662438e-06
0.0567375886524823,0,0.636363636363636,0.00154970748656635,0.34525806920486,8.76174121927717e-06
0.0335757249304246,0.364787111622555,0.18457997698504,0.760809429270181,0.118828653101801,0.111739604694524
0,0,0,0.211561174136014,0.199026330003427,0
0,0.0909090909090909,0,0.00259997623966169,0.88811408412035,6.73980093790551e-06
0.049645390070922,0.363636363636364,0,0.0109206983477808,0.17950268539836,0.0819834466859841
0.049645390070922,0.818181818181818,0.0909090909090909,0.0087239773207552,0.338684989224312,0
0.0141843971631206,0.818181818181818,0.163636363636364,0,0.197522578700206,0
0,0,0,0.0605954179651864,0.0919118636646671,0.213612790711269
0,0,0,0.0381315336825501,0.0553050300301648,1
0,0.636363636363636,0,0.950112177932746,0.309266732822154,0
0,0.363636363636364,0,0.0479118971709403,0.101601907862035,8.63212966277898e-07
0,0.181818181818182,0,0.111984827610977,0.0535105774010225,0.25192054904907
0.0780141843971631,0.545454545454545,0.472727272727273,0.000937077819036132,0.590069858040853,0.0745660857830976
