"cleaning","trophallaxis","broodcare","guarding","queenattending","prop"
0,0.333333333333333,0.116279069767442,0,0.488888888888889,0
0,0.166666666666667,0.627906976744186,0,0.0222222222222222,0
0.024390243902439,0.583333333333333,0.13953488372093,0.0909090909090909,0.0222222222222222,0
0.024390243902439,0.5,0.0232558139534884,0.0909090909090909,0.0888888888888889,0
0,0.166666666666667,0.255813953488372,0.0454545454545455,0.0444444444444444,0
0,0.166666666666667,0,1,0,0.0352510322718722
0.0487804878048781,0.916666666666667,0,0.318181818181818,0,0.14218138499172
0.024390243902439,0.166666666666667,0.0232558139534884,0.272727272727273,0.0444444444444444,0
0.024390243902439,0,0,0,0,0.541241149941502
0,0.0833333333333333,0.0232558139534884,0,0.0444444444444444,0
0,0,0,0.0909090909090909,0,0.062512297798864
0.024390243902439,0.0833333333333333,0,0.272727272727273,0,0.624908755856447
0.024390243902439,0.0833333333333333,0,0,0,0.989513885694074
0.024390243902439,0.0833333333333333,0,0,0,0.591402601469597
0,0,0,0,0,0.991060128287499
0.024390243902439,0.25,0.418604651162791,0,0.0222222222222222,0.000794271396834165
0,0.0833333333333333,0,0,0,0.675217361841068
0,0.333333333333333,0,0.136363636363636,0.0222222222222222,0
0,0.166666666666667,0.13953488372093,0.0909090909090909,0.0444444444444444,0
0.024390243902439,0.333333333333333,0.0232558139534884,0,0,0
0,0.333333333333333,0.325581395348837,0.0454545454545455,0.111111111111111,0
0,0.166666666666667,0.395348837209302,0,0.0444444444444444,0
0.024390243902439,0.416666666666667,0.348837209302326,0.0454545454545455,0.0888888888888889,0
0,0.25,0,0.272727272727273,0,0
0,0.0833333333333333,0.302325581395349,0,0.133333333333333,0
0.024390243902439,0.5,0.0697674418604651,0.227272727272727,0.2,0
0,0.5,0,0,0,0.691337585762856
0.024390243902439,0.0833333333333333,0,0.0909090909090909,0,0
0,0.166666666666667,0,0,0,0.983822889006136
0.0731707317073171,0.25,0.0930232558139535,0,0.0222222222222222,0
0,0.5,0,0,0,0.964273888349308
0,0,0,0,0,0.93028398411266
0.024390243902439,0.166666666666667,0,0.454545454545455,0,0.489395338942984
0.0731707317073171,0.333333333333333,0.0930232558139535,0.0909090909090909,0.688888888888889,0
0,0.25,0.558139534883721,0,0.377777777777778,0
0,0.333333333333333,0.0930232558139535,0,1,3.17998931387527e-05
0,0.583333333333333,0.697674418604651,0.0454545454545455,0.0888888888888889,0
0.219512195121951,0.0833333333333333,0,0.0454545454545455,0.0444444444444444,0
0,0.0833333333333333,0.0697674418604651,0,0.577777777777778,0
0,0.166666666666667,0.790697674418605,0,0.0888888888888889,0
0,0.333333333333333,0,0.272727272727273,0.0444444444444444,0.0125715312465261
0,0.0833333333333333,0,0.0454545454545455,0.0666666666666667,0
0,0.0833333333333333,0.348837209302326,0,0.111111111111111,0
0,0.333333333333333,0.116279069767442,0.0454545454545455,0.0888888888888889,0
0.024390243902439,0.5,0.534883720930233,0,0.177777777777778,0
0.0731707317073171,0.333333333333333,0,0.0454545454545455,0,0
0.024390243902439,0.166666666666667,0.27906976744186,0.0454545454545455,0.533333333333333,0
0.317073170731707,0.25,0.0232558139534884,0.636363636363636,0.0222222222222222,0
0.0731707317073171,0.166666666666667,0.0697674418604651,0,0.0444444444444444,0
0.024390243902439,0.166666666666667,0,0.0909090909090909,0,0.295282799294564
0.0487804878048781,0.333333333333333,0,0.0454545454545455,0.0222222222222222,0
0,0,0,0.0454545454545455,0,0.956868953175027
0,0.416666666666667,0,0.0454545454545455,0.155555555555556,0
0,0.25,0.0232558139534884,0,0,0.952358849324456
0.024390243902439,0.166666666666667,0,0,0.133333333333333,0
0.51219512195122,0.333333333333333,0,0,0,0
0,0.166666666666667,0.325581395348837,0,0.222222222222222,0
0,0.416666666666667,0,0,0,0.0048002496786054
