"ant1","ant2","weightHH"
18,36,32
19,36,5
20,36,66
21,36,21
22,36,190
23,36,10
24,36,253
25,36,115
26,36,6
28,36,4
29,36,8
31,36,275
32,36,1
33,36,69
34,36,50
35,36,22
1,37,236
3,37,9
4,37,110
5,37,52
6,37,16
7,37,8
8,37,4
9,37,31
10,37,28
11,37,22
12,37,8
13,37,39
14,37,55
15,37,17
16,37,14
17,37,56
18,37,73
19,37,154
20,37,24
21,37,7
22,37,12
23,37,54
24,37,13
25,37,6
26,37,92
28,37,74
29,37,91
31,37,12
32,37,302
33,37,23
34,37,32
35,37,179
36,37,5
1,38,250
3,38,5
4,38,155
5,38,10
6,38,4
7,38,5
8,38,5
9,38,3
10,38,13
11,38,6
12,38,11
13,38,8
14,38,11
15,38,12
16,38,8
17,38,6
18,38,19
19,38,240
20,38,6
21,38,2
22,38,9
23,38,29
24,38,17
25,38,7
26,38,23
28,38,198
29,38,188
31,38,5
32,38,375
33,38,3
34,38,13
35,38,167
36,38,6
37,38,185
1,39,129
3,39,28
4,39,89
5,39,14
6,39,10
7,39,12
8,39,21
9,39,49
10,39,26
11,39,27
12,39,11
13,39,17
14,39,20
15,39,13
16,39,32
17,39,25
18,39,40
19,39,119
20,39,37
21,39,58
22,39,33
23,39,25
24,39,14
25,39,4
26,39,23
28,39,49
29,39,94
31,39,5
32,39,206
33,39,16
34,39,17
35,39,147
36,39,16
37,39,141
38,39,130
1,40,80
3,40,26
4,40,42
5,40,38
6,40,20
7,40,4
8,40,22
9,40,17
10,40,25
11,40,18
12,40,29
13,40,49
14,40,12
15,40,21
16,40,39
17,40,51
18,40,48
19,40,107
20,40,35
21,40,8
22,40,36
23,40,10
24,40,11
25,40,12
26,40,56
28,40,80
29,40,59
31,40,14
32,40,265
33,40,37
34,40,25
35,40,89
36,40,17
37,40,105
38,40,145
39,40,134
1,41,19
3,41,22
4,41,2
5,41,143
6,41,35
7,41,36
8,41,32
9,41,100
10,41,41
11,41,68
12,41,156
13,41,173
14,41,64
15,41,79
16,41,45
17,41,125
18,41,105
19,41,17
20,41,50
21,41,30
22,41,68
23,41,36
24,41,31
25,41,19
26,41,68
28,41,6
29,41,14
31,41,58
32,41,4
33,41,41
34,41,87
35,41,105
36,41,59
37,41,24
38,41,6
39,41,16
40,41,65
1,43,328
3,43,15
4,43,96
5,43,98
6,43,22
7,43,17
8,43,14
9,43,18
10,43,85
11,43,11
12,43,17
13,43,74
14,43,60
15,43,52
16,43,26
17,43,59
18,43,168
19,43,294
20,43,20
21,43,5
22,43,22
23,43,92
24,43,12
25,43,5
26,43,125
28,43,119
29,43,179
31,43,22
32,43,171
33,43,21
34,43,30
35,43,301
36,43,38
37,43,208
38,43,201
39,43,201
40,43,107
41,43,73
1,44,246
3,44,6
4,44,161
5,44,59
6,44,16
7,44,9
8,44,11
9,44,3
10,44,68
11,44,8
12,44,13
13,44,39
14,44,23
15,44,59
16,44,12
17,44,51
18,44,113
19,44,402
20,44,86
21,44,2
22,44,9
23,44,96
24,44,15
25,44,1
26,44,106
28,44,60
29,44,254
31,44,24
32,44,316
33,44,12
34,44,19
35,44,228
36,44,4
37,44,144
38,44,223
39,44,80
40,44,106
41,44,26
43,44,472
1,45,107
3,45,14
4,45,8
5,45,352
6,45,19
7,45,7
8,45,21
9,45,44
10,45,171
11,45,17
12,45,44
13,45,142
14,45,57
15,45,129
16,45,21
17,45,79
18,45,225
19,45,82
20,45,174
21,45,8
22,45,13
23,45,102
24,45,11
25,45,8
26,45,309
28,45,15
29,45,20
31,45,36
32,45,5
33,45,9
34,45,63
35,45,130
36,45,13
37,45,74
38,45,15
39,45,22
40,45,45
41,45,108
43,45,141
44,45,90
1,46,77
3,46,1
4,46,55
5,46,6
6,46,3
7,46,0
8,46,7
9,46,6
10,46,52
11,46,3
12,46,1
13,46,21
14,46,22
15,46,26
16,46,11
17,46,33
18,46,43
19,46,100
20,46,27
21,46,38
22,46,14
23,46,21
24,46,6
25,46,0
26,46,14
28,46,53
29,46,32
31,46,19
32,46,222
33,46,5
34,46,1
35,46,29
36,46,6
37,46,149
38,46,63
39,46,96
40,46,41
41,46,5
43,46,68
44,46,40
45,46,9
1,47,64
3,47,170
4,47,19
5,47,167
6,47,46
7,47,39
8,47,99
9,47,145
10,47,194
11,47,97
12,47,117
13,47,340
14,47,153
15,47,158
16,47,57
17,47,167
18,47,226
19,47,61
20,47,257
21,47,68
22,47,39
23,47,112
24,47,34
25,47,30
26,47,70
28,47,17
29,47,13
31,47,141
32,47,25
33,47,111
34,47,149
35,47,92
36,47,48
37,47,32
38,47,16
39,47,70
40,47,40
41,47,154
43,47,75
44,47,30
45,47,113
46,47,41
1,48,34
3,48,18
4,48,12
5,48,40
6,48,31
7,48,10
8,48,14
9,48,29
10,48,88
11,48,23
12,48,153
13,48,96
14,48,152
15,48,56
16,48,86
17,48,74
18,48,121
19,48,14
20,48,71
21,48,5
22,48,5
23,48,106
24,48,8
25,48,69
26,48,41
28,48,6
29,48,13
31,48,26
32,48,10
33,48,23
34,48,36
35,48,35
36,48,52
37,48,30
38,48,12
39,48,31
40,48,28
41,48,96
43,48,46
44,48,129
45,48,109
46,48,5
47,48,103
1,49,59
3,49,13
4,49,21
5,49,131
6,49,20
7,49,2
8,49,17
9,49,16
10,49,184
11,49,29
12,49,95
13,49,66
14,49,56
15,49,118
16,49,20
17,49,79
18,49,80
19,49,42
20,49,54
21,49,1
22,49,9
23,49,121
24,49,21
25,49,8
26,49,153
28,49,35
29,49,66
31,49,9
32,49,31
33,49,11
34,49,18
35,49,153
36,49,16
37,49,129
38,49,24
39,49,18
40,49,50
41,49,97
43,49,71
44,49,99
45,49,149
46,49,12
47,49,40
48,49,228
1,50,123
3,50,8
4,50,216
5,50,8
6,50,3
7,50,2
8,50,22
9,50,12
10,50,5
11,50,8
12,50,22
13,50,9
14,50,19
15,50,3
16,50,8
17,50,10
18,50,29
19,50,163
20,50,5
22,50,8
23,50,21
24,50,0
25,50,3
26,50,26
28,50,136
29,50,101
31,50,2
32,50,323
33,50,24
34,50,15
35,50,116
36,50,8
37,50,174
38,50,188
39,50,211
40,50,126
41,50,43
43,50,150
44,50,161
45,50,3
46,50,104
47,50,63
48,50,5
49,50,30
1,51,22
3,51,21
4,51,1
5,51,56
6,51,17
7,51,19
8,51,52
9,51,42
10,51,57
11,51,33
12,51,104
13,51,75
14,51,87
15,51,73
16,51,51
17,51,68
18,51,100
19,51,6
20,51,78
21,51,16
22,51,14
23,51,78
24,51,36
25,51,29
26,51,21
28,51,7
29,51,2
31,51,26
33,51,63
34,51,22
35,51,6
36,51,43
37,51,26
38,51,4
39,51,18
40,51,21
41,51,40
43,51,7
44,51,14
45,51,60
46,51,95
47,51,86
48,51,181
49,51,74
50,51,8
1,52,14
3,52,55
4,52,7
5,52,87
6,52,245
7,52,287
8,52,186
9,52,107
10,52,28
11,52,175
12,52,15
13,52,94
14,52,22
15,52,92
16,52,51
17,52,63
18,52,59
19,52,1
20,52,95
21,52,11
22,52,272
23,52,91
24,52,407
25,52,49
26,52,12
28,52,13
29,52,3
31,52,123
32,52,4
33,52,99
34,52,102
35,52,18
36,52,246
37,52,11
38,52,7
39,52,43
40,52,23
41,52,37
43,52,18
44,52,7
45,52,14
46,52,0
47,52,57
48,52,9
49,52,19
50,52,3
51,52,26
1,53,126
3,53,39
4,53,53
5,53,143
6,53,47
7,53,14
8,53,28
9,53,41
10,53,111
11,53,39
12,53,43
13,53,92
14,53,26
15,53,157
16,53,33
17,53,179
18,53,236
19,53,101
20,53,111
21,53,20
22,53,32
23,53,138
24,53,28
25,53,9
26,53,243
28,53,27
29,53,33
31,53,36
32,53,71
33,53,20
34,53,96
35,53,137
36,53,30
37,53,107
38,53,38
39,53,35
40,53,74
41,53,104
43,53,163
44,53,116
45,53,166
46,53,45
47,53,211
48,53,62
49,53,172
50,53,58
51,53,52
52,53,27
1,54,13
3,54,22
4,54,3
5,54,19
6,54,5
7,54,15
8,54,19
9,54,13
10,54,7
11,54,20
12,54,79
13,54,31
14,54,14
15,54,17
16,54,28
17,54,42
18,54,16
19,54,7
20,54,40
21,54,22
22,54,12
23,54,5
24,54,19
25,54,14
26,54,15
28,54,17
29,54,8
31,54,18
32,54,3
33,54,7
34,54,19
35,54,14
36,54,12
37,54,16
38,54,2
39,54,18
40,54,63
41,54,65
43,54,22
44,54,24
45,54,15
46,54,9
47,54,43
48,54,66
49,54,26
50,54,10
51,54,40
52,54,4
53,54,23
1,55,12
3,55,132
5,55,23
6,55,23
7,55,34
8,55,72
9,55,87
10,55,6
11,55,35
12,55,10
13,55,36
14,55,5
15,55,34
16,55,31
17,55,41
18,55,13
19,55,1
20,55,50
21,55,45
22,55,46
23,55,42
24,55,51
25,55,25
26,55,25
28,55,4
29,55,7
31,55,13
32,55,1
33,55,24
34,55,117
35,55,7
36,55,53
37,55,44
38,55,1
39,55,26
40,55,35
41,55,61
43,55,7
44,55,13
45,55,14
46,55,11
47,55,39
48,55,9
49,55,8
50,55,9
51,55,24
52,55,16
53,55,32
54,55,12
1,56,8
3,56,51
4,56,0
5,56,47
6,56,163
7,56,243
8,56,199
9,56,100
10,56,16
11,56,466
12,56,43
13,56,123
14,56,60
15,56,39
16,56,88
17,56,117
18,56,172
19,56,0
20,56,117
21,56,11
22,56,425
23,56,38
24,56,294
25,56,60
26,56,3
28,56,5
29,56,7
31,56,181
32,56,4
33,56,107
34,56,165
35,56,6
36,56,236
37,56,12
38,56,2
39,56,21
40,56,10
41,56,72
43,56,31
44,56,4
45,56,13
46,56,23
47,56,48
48,56,18
49,56,15
50,56,10
51,56,64
52,56,345
53,56,20
54,56,4
55,56,12
1,57,11
3,57,67
4,57,1
5,57,85
6,57,153
7,57,211
8,57,212
9,57,65
10,57,38
11,57,337
12,57,29
13,57,256
14,57,25
15,57,93
16,57,58
17,57,290
18,57,172
19,57,3
20,57,152
21,57,8
22,57,469
23,57,11
24,57,342
25,57,23
26,57,16
28,57,3
29,57,3
31,57,235
32,57,1
33,57,93
34,57,129
35,57,19
36,57,230
37,57,17
38,57,5
39,57,18
40,57,17
41,57,36
43,57,11
44,57,8
45,57,27
46,57,1
47,57,55
48,57,22
49,57,6
50,57,7
51,57,39
52,57,340
53,57,24
54,57,15
55,57,46
56,57,338
1,59,14
3,59,184
4,59,1
5,59,145
6,59,82
7,59,174
8,59,221
9,59,117
10,59,70
11,59,262
12,59,56
13,59,156
14,59,32
15,59,172
16,59,75
17,59,170
18,59,163
19,59,8
20,59,216
21,59,55
22,59,138
23,59,13
24,59,102
25,59,26
26,59,15
28,59,8
29,59,6
31,59,162
32,59,15
33,59,122
34,59,114
35,59,25
36,59,132
37,59,33
38,59,1
39,59,48
40,59,63
41,59,175
43,59,18
44,59,14
45,59,73
46,59,26
47,59,107
48,59,62
49,59,20
50,59,4
51,59,129
52,59,46
53,59,58
54,59,36
55,59,24
56,59,163
57,59,250
1,60,9
3,60,20
5,60,24
6,60,118
7,60,396
8,60,57
9,60,24
10,60,3
11,60,247
12,60,8
13,60,45
14,60,4
15,60,14
16,60,84
17,60,36
18,60,7
19,60,2
20,60,12
21,60,1
22,60,123
23,60,12
24,60,279
25,60,17
26,60,3
28,60,3
29,60,1
31,60,82
32,60,0
33,60,107
34,60,91
35,60,3
36,60,165
37,60,8
38,60,1
39,60,18
40,60,3
41,60,12
43,60,7
44,60,13
45,60,11
46,60,5
47,60,10
48,60,4
49,60,3
50,60,10
51,60,35
52,60,309
53,60,8
54,60,5
55,60,23
56,60,280
57,60,151
59,60,52
1,61,6
3,61,27
4,61,1
5,61,28
6,61,70
7,61,391
8,61,134
9,61,26
10,61,13
11,61,154
12,61,36
13,61,126
14,61,7
15,61,36
16,61,114
17,61,70
18,61,23
19,61,0
20,61,151
21,61,10
22,61,287
23,61,23
24,61,398
25,61,110
26,61,2
28,61,2
29,61,4
31,61,660
32,61,1
33,61,103
34,61,63
35,61,8
36,61,172
37,61,14
38,61,2
39,61,24
40,61,7
41,61,34
43,61,1
44,61,0
45,61,15
46,61,3
47,61,52
48,61,11
49,61,20
50,61,1
51,61,61
52,61,389
53,61,15
54,61,6
55,61,30
56,61,426
57,61,302
59,61,146
60,61,237
1,62,3
3,62,34
4,62,0
5,62,34
6,62,100
7,62,472
8,62,128
9,62,82
10,62,3
11,62,215
12,62,29
13,62,41
14,62,29
15,62,44
16,62,108
17,62,82
18,62,59
19,62,7
20,62,82
21,62,12
22,62,358
23,62,13
24,62,406
25,62,21
26,62,6
28,62,5
29,62,1
31,62,223
32,62,1
33,62,94
34,62,94
35,62,8
36,62,209
37,62,9
38,62,4
39,62,11
40,62,21
41,62,40
43,62,14
44,62,6
45,62,13
46,62,0
47,62,23
48,62,4
49,62,2
50,62,0
51,62,12
52,62,285
53,62,8
54,62,7
55,62,10
56,62,387
57,62,454
59,62,86
60,62,336
61,62,559
1,63,65
3,63,41
4,63,9
5,63,100
6,63,83
7,63,87
8,63,121
9,63,200
10,63,114
11,63,90
12,63,83
13,63,165
14,63,68
15,63,119
16,63,78
17,63,161
18,63,160
19,63,3
20,63,84
21,63,12
22,63,39
23,63,103
24,63,76
25,63,13
26,63,45
28,63,7
29,63,11
31,63,57
32,63,5
33,63,74
34,63,78
35,63,49
36,63,79
37,63,29
38,63,8
39,63,33
40,63,36
41,63,158
43,63,39
44,63,53
45,63,88
46,63,40
47,63,174
48,63,49
49,63,70
50,63,24
51,63,46
52,63,44
53,63,85
54,63,43
55,63,34
56,63,80
57,63,65
59,63,196
60,63,37
61,63,44
62,63,35
1,64,25
3,64,46
4,64,1
5,64,53
6,64,165
7,64,164
8,64,78
9,64,33
10,64,20
11,64,195
12,64,20
13,64,109
14,64,60
15,64,42
16,64,108
17,64,127
18,64,58
19,64,1
20,64,49
21,64,4
22,64,221
23,64,23
24,64,193
25,64,24
26,64,14
28,64,10
29,64,7
31,64,191
32,64,0
33,64,90
34,64,79
35,64,10
36,64,171
37,64,30
38,64,3
39,64,15
40,64,30
41,64,18
43,64,22
44,64,3
45,64,18
46,64,1
47,64,35
48,64,6
49,64,13
50,64,5
51,64,69
52,64,442
53,64,29
54,64,7
55,64,24
56,64,284
57,64,225
59,64,119
60,64,252
61,64,318
62,64,305
63,64,40
1,66,36
3,66,523
4,66,10
5,66,90
6,66,132
7,66,114
8,66,148
9,66,297
10,66,69
11,66,104
12,66,105
13,66,266
14,66,58
15,66,160
16,66,133
17,66,202
18,66,195
19,66,19
20,66,202
21,66,48
22,66,78
23,66,47
24,66,94
25,66,23
26,66,97
28,66,10
29,66,3
31,66,114
32,66,8
33,66,212
34,66,155
35,66,36
36,66,115
37,66,80
38,66,2
39,66,34
40,66,33
41,66,122
43,66,55
44,66,30
45,66,77
46,66,12
47,66,193
48,66,56
49,66,47
50,66,35
51,66,65
52,66,61
53,66,140
54,66,24
55,66,249
56,66,91
57,66,217
59,66,258
60,66,19
61,66,80
62,66,75
63,66,142
64,66,109
1,67,16
3,67,76
4,67,1
5,67,47
6,67,105
7,67,135
8,67,109
9,67,190
10,67,31
11,67,160
12,67,37
13,67,69
14,67,24
15,67,51
16,67,174
17,67,45
18,67,26
19,67,8
20,67,40
21,67,34
22,67,97
23,67,23
24,67,126
25,67,64
26,67,13
28,67,12
29,67,4
31,67,42
32,67,1
33,67,133
34,67,140
35,67,4
36,67,63
37,67,11
38,67,9
39,67,15
40,67,16
41,67,66
43,67,14
44,67,11
45,67,17
46,67,10
47,67,37
48,67,34
49,67,23
50,67,31
51,67,22
52,67,156
53,67,22
54,67,9
55,67,25
56,67,75
57,67,122
59,67,156
60,67,139
61,67,39
62,67,107
63,67,88
64,67,109
66,67,148
1,68,6
3,68,76
4,68,0
5,68,22
6,68,46
7,68,90
8,68,64
9,68,351
10,68,12
11,68,93
12,68,22
13,68,33
14,68,25
15,68,18
16,68,252
17,68,32
18,68,26
20,68,33
21,68,53
22,68,114
23,68,62
24,68,48
25,68,143
26,68,11
28,68,20
29,68,8
31,68,29
32,68,6
33,68,125
34,68,163
35,68,5
36,68,74
37,68,25
38,68,6
39,68,35
40,68,25
41,68,69
43,68,16
44,68,3
45,68,5
46,68,2
47,68,50
48,68,20
49,68,10
50,68,17
51,68,32
52,68,35
53,68,6
54,68,30
55,68,48
56,68,70
57,68,56
59,68,76
60,68,51
61,68,64
62,68,121
63,68,67
64,68,48
66,68,46
67,68,190
1,69,10
3,69,137
4,69,8
5,69,60
6,69,96
7,69,116
8,69,122
9,69,174
10,69,15
11,69,101
12,69,48
13,69,69
14,69,35
15,69,43
16,69,141
17,69,89
18,69,39
19,69,8
20,69,81
21,69,41
22,69,117
23,69,29
24,69,88
25,69,64
26,69,27
28,69,15
29,69,3
31,69,29
32,69,4
33,69,217
34,69,127
35,69,19
36,69,94
37,69,27
38,69,2
39,69,19
40,69,30
41,69,86
43,69,21
44,69,8
45,69,70
46,69,3
47,69,64
48,69,30
49,69,40
50,69,12
51,69,39
52,69,76
53,69,39
54,69,15
55,69,51
56,69,88
57,69,146
59,69,220
60,69,55
61,69,71
62,69,70
63,69,102
64,69,66
66,69,88
67,69,72
68,69,192
1,70,43
3,70,95
4,70,5
5,70,83
6,70,37
7,70,82
8,70,86
9,70,49
10,70,14
11,70,177
12,70,46
13,70,128
14,70,7
15,70,83
16,70,64
17,70,126
18,70,133
19,70,15
20,70,113
21,70,67
22,70,56
23,70,42
24,70,65
25,70,21
26,70,37
28,70,18
29,70,18
31,70,41
32,70,5
33,70,84
34,70,120
35,70,15
36,70,41
37,70,31
38,70,14
39,70,37
40,70,55
41,70,34
43,70,29
44,70,26
45,70,70
46,70,24
47,70,92
48,70,30
49,70,23
50,70,11
51,70,37
52,70,33
53,70,76
54,70,71
55,70,72
56,70,44
57,70,59
59,70,193
60,70,21
61,70,82
62,70,36
63,70,82
64,70,45
66,70,94
67,70,36
68,70,74
69,70,57
1,71,19
3,71,53
4,71,0
5,71,16
6,71,45
7,71,140
8,71,65
9,71,161
10,71,8
11,71,63
12,71,16
13,71,61
14,71,7
15,71,34
16,71,119
17,71,67
18,71,17
19,71,6
20,71,75
21,71,35
22,71,126
23,71,12
24,71,105
25,71,57
26,71,19
28,71,8
29,71,6
31,71,19
32,71,2
33,71,198
34,71,153
35,71,7
36,71,90
37,71,13
38,71,9
39,71,17
40,71,31
41,71,42
43,71,20
44,71,6
45,71,26
46,71,8
47,71,41
48,71,15
49,71,12
50,71,7
51,71,30
52,71,77
53,71,23
54,71,25
55,71,37
56,71,75
57,71,148
59,71,66
60,71,54
61,71,75
62,71,102
63,71,96
64,71,71
66,71,59
67,71,95
68,71,254
69,71,160
70,71,70
1,72,15
3,72,104
4,72,4
5,72,163
6,72,110
7,72,131
8,72,95
9,72,70
10,72,71
11,72,207
12,72,10
13,72,211
14,72,56
15,72,39
16,72,38
17,72,126
18,72,142
19,72,10
20,72,159
21,72,15
22,72,235
23,72,28
24,72,166
25,72,30
26,72,17
28,72,2
29,72,6
31,72,387
32,72,5
33,72,123
34,72,92
35,72,17
36,72,170
37,72,24
38,72,2
39,72,35
40,72,14
41,72,56
43,72,17
44,72,15
45,72,50
46,72,13
47,72,82
48,72,18
49,72,29
50,72,7
51,72,59
52,72,207
53,72,39
54,72,27
55,72,38
56,72,238
57,72,238
59,72,206
60,72,57
61,72,237
62,72,130
63,72,66
64,72,144
66,72,131
67,72,36
68,72,19
69,72,68
70,72,76
71,72,20
1,74,9
3,74,119
4,74,1
5,74,100
6,74,124
7,74,79
8,74,202
9,74,108
10,74,14
11,74,158
12,74,118
13,74,162
14,74,25
15,74,138
16,74,84
17,74,157
18,74,92
19,74,5
20,74,80
21,74,39
22,74,113
23,74,59
24,74,171
25,74,17
26,74,42
28,74,7
29,74,1
31,74,70
32,74,2
33,74,87
34,74,78
35,74,5
36,74,65
37,74,10
38,74,4
39,74,21
40,74,7
41,74,118
43,74,24
44,74,6
45,74,34
46,74,15
47,74,157
48,74,28
49,74,35
50,74,4
51,74,36
52,74,72
53,74,36
54,74,11
55,74,20
56,74,100
57,74,170
59,74,131
60,74,62
61,74,50
62,74,55
63,74,188
64,74,131
66,74,199
67,74,89
68,74,51
69,74,54
70,74,57
71,74,65
72,74,79
1,75,9
3,75,79
4,75,0
5,75,46
6,75,110
7,75,157
8,75,128
9,75,111
10,75,43
11,75,200
12,75,44
13,75,116
14,75,32
15,75,73
16,75,233
17,75,61
18,75,57
19,75,5
20,75,80
21,75,50
22,75,117
23,75,30
24,75,152
25,75,32
26,75,35
28,75,15
29,75,7
31,75,98
32,75,5
33,75,225
34,75,205
35,75,23
36,75,135
37,75,26
38,75,3
39,75,43
40,75,39
41,75,76
43,75,23
44,75,8
45,75,63
46,75,12
47,75,84
48,75,40
49,75,42
50,75,3
51,75,73
52,75,160
53,75,96
54,75,29
55,75,52
56,75,210
57,75,122
59,75,150
60,75,261
61,75,106
62,75,170
63,75,97
64,75,284
66,75,90
67,75,106
68,75,179
69,75,142
70,75,73
71,75,203
72,75,109
74,75,156
1,76,8
3,76,120
4,76,0
5,76,29
6,76,124
7,76,203
8,76,121
9,76,147
10,76,6
11,76,93
12,76,55
13,76,80
14,76,74
15,76,44
16,76,226
17,76,91
18,76,175
19,76,0
20,76,57
21,76,88
22,76,135
23,76,37
24,76,169
25,76,70
26,76,8
28,76,6
29,76,5
31,76,40
32,76,0
33,76,119
34,76,207
35,76,9
36,76,166
37,76,6
38,76,2
39,76,84
40,76,17
41,76,63
43,76,6
44,76,10
45,76,9
46,76,6
47,76,61
48,76,25
49,76,8
50,76,4
51,76,40
52,76,127
53,76,20
54,76,21
55,76,74
56,76,167
57,76,97
59,76,141
60,76,216
61,76,92
62,76,105
63,76,91
