"cleaning","trophallaxis","broodcare","guarding","queenattending","prop"
0,0.357142857142857,0.86,0,0,0
0,0.357142857142857,0.38,0,0.172413793103448,0.00144641323422447
0.03125,0.571428571428571,0.18,0,0.206896551724138,0
0,0.5,0.32,0,0.206896551724138,0
0.09375,0.214285714285714,0.1,0,0.275862068965517,0
0,0.285714285714286,0.14,0,0.793103448275862,0
0,0.142857142857143,0.62,0,0.0344827586206897,0
0.03125,0.214285714285714,0.04,0,1,0
0,0.428571428571429,0.18,0,0.96551724137931,0
0.0625,0.142857142857143,0.4,0,0.379310344827586,0
0,0.285714285714286,0.22,0,0.551724137931034,0
0,0.357142857142857,0.16,0,0.482758620689655,0
0.03125,0.5,0.16,0,0.758620689655172,0
0,0.0714285714285714,1,0,0.0689655172413793,0
0.03125,0.428571428571429,0.46,0,0.206896551724138,0
0,0.571428571428571,0.24,0,0.310344827586207,0
0.03125,0.571428571428571,0.08,0,0.896551724137931,0
0.0625,0.428571428571429,0.02,0,0.206896551724138,0
0,0.142857142857143,0,0.105263157894737,0,0
0,0.642857142857143,0,0.0526315789473684,0,0.721360772585095
0,0.642857142857143,0,0,0,1
0,0.571428571428571,0,0,0,0.934293290795334
0,0.857142857142857,0,0.0526315789473684,0,0.85135616885079
0,1,0.02,0.0526315789473684,0,0.946134719516466
0,0.214285714285714,0,0.0526315789473684,0,0.784504509338696
0.03125,0.142857142857143,0,0.526315789473684,0,0
0.03125,0.357142857142857,0.56,0,0.0344827586206897,0
0.15625,0.5,0.18,0,0,0
0.03125,0.142857142857143,0.36,0,0.103448275862069,0
0.03125,0.642857142857143,0.02,0,0,0.778773976684565
0.03125,0.357142857142857,0.2,0.105263157894737,0.206896551724138,0
0.03125,0.714285714285714,0.02,0.157894736842105,0.0344827586206897,0.00186983408760395
0,0.285714285714286,0.04,0.0526315789473684,0.0344827586206897,0
0.0625,0.214285714285714,0.02,0,0.620689655172414,0.00306846392343224
0.1875,0.5,0.06,0,0.206896551724138,0.00478891483430398
0.03125,0.357142857142857,0.28,0,0.0689655172413793,0
0,0.214285714285714,0.02,0.473684210526316,0,0
0.0625,0.357142857142857,0,0.210526315789474,0,0.256322885871843
0.03125,0.428571428571429,0,0,0,0
0,0.214285714285714,0.08,0.105263157894737,0,0
0.03125,0.0714285714285714,0.04,0,0,0.000291412534956576
0.03125,0.285714285714286,0.02,0.368421052631579,0,0.000641105325594826
0,0.285714285714286,0,0.263157894736842,0,0.587571375725133
0,0.285714285714286,0,0,0.310344827586207,0
0.0625,0.357142857142857,0.4,0,0.413793103448276,0
0.46875,0.214285714285714,0,0.263157894736842,0,0
0.09375,0.5,0.22,0.105263157894737,0.137931034482759,0.0190890946042178
0,0,0,0.263157894736842,0,0
0.0625,0.357142857142857,0.16,0,0.413793103448276,9.41675874309295e-05
