"ant1","ant2","space","weight","duration","weightHH","durationHH"
2,79,1,17,19.3317036628723,10,14.8319809436798
2,80,1,128,1067.67015385628,27,40.3323674201965
2,81,1,201,1895.51117348671,49,120.337764263153
2,82,1,803,3548.3410923481,460,2190.00017404556
2,83,1,10,10.8337905406952,6,6.33366060256958
2,84,1,72,253.001254796982,30,65.6660406589508
2,85,1,7,5.33394598960876,3,3.50079607963562
2,86,1,420,1687.50697040558,149,531.003703117371
2,87,1,127,221.664305210114,48,87.1656258106232
2,88,1,44,163.833425045013,30,143.833304166794
2,89,1,149,346.166844844818,77,218.00172662735
2,90,1,352,1142.50431013107,127,301.165147066116
2,91,1,345,1354.00289154053,134,361.335029363632
2,92,1,677,3965.00842356682,371,1837.83222842216
2,93,1,253,803.510132312775,103,255.170216798782
2,94,1,171,777.666568994522,100,258.834052801132
2,95,1,35,45.1689221858978,14,10.1672251224518
2,96,1,332,1746.00351786613,90,230.667278766632
2,97,1,643,2741.50431394577,309,1458.66856217384
2,98,1,876,4506.68589758873,379,2203.67416954041
2,99,1,409,1751.49718475342,222,590.161131381989
2,100,1,686,4489.00258612633,246,1332.50039196014
2,101,1,399,1298.16849255562,156,618.499640703201
2,102,1,32,29.8328821659088,15,9.66590094566345
2,103,1,141,407.001966714859,70,188.668857574463
2,104,1,117,414.999315500259,18,44.9989337921143
2,105,1,732,4329.67411541939,367,1738.66840171814
2,106,1,51,63.0029108524323,24,34.5019338130951
2,107,1,193,692.165487527847,85,285.830018520355
2,108,1,417,2610.01081204414,154,804.837345600128
2,109,1,620,2967.8453605175,315,1700.67638874054
2,110,1,35,67.5009977817535,19,48.6655659675598
2,111,1,11,18.9988226890564,4,4.66623735427856
2,112,1,756,3532.84112453461,309,1078.33455896378
2,113,1,9,9.99972486495972,5,6.00027298927307
2,114,1,193,1319.83450841904,47,83.8340241909027
2,115,1,627,2828.34467864037,234,1218.00546193123
2,116,1,182,684.336682081223,99,382.502281427383
2,117,1,237,768.83297753334,117,354.334161996841
2,118,1,337,1500.67590999603,145,914.506767749786
2,119,1,1,1.16666913032532,0,0
2,120,1,203,1536.00348377228,53,188.167308807373
2,121,1,65,194.33358502388,38,135.999599933624
2,122,1,4,6.83371877670288,4,6.83371877670288
2,123,1,36,57.6648323535919,15,36.4988203048706
2,124,1,55,99.6679697036743,34,73.1682214736938
2,125,1,7,13.9999585151672,6,13.8332185745239
2,126,1,123,328.162666559219,51,186.165133714676
2,127,1,1420,16414.2030339241,557,6958.34800028801
3,4,1,1044,5122.66941595078,527,2799.67007875443
3,5,1,975,4823.6814353466,495,2922.34009408951
3,6,1,34,123.833801269531,17,24.833589553833
3,7,1,608,2535.51153182983,216,973.999736070633
3,8,1,132,355.663514375687,57,157.332694768906
3,9,1,129,250.66365647316,56,168.333393573761
3,10,1,627,2531.00601673126,323,1553.17368245125
3,11,1,354,1317.00553035736,158,599.505446195602
3,12,1,763,5629.84344220161,382,2441.67298388481
3,13,1,745,4059.83105063438,365,2746.84008145332
3,14,1,37,46.4979615211487,20,28.1657276153564
3,15,1,52,68.6656346321106,30,41.1666691303253
3,16,1,777,5133.18826818466,319,2292.34212064743
3,17,1,52,74.1666347980499,28,49.6674256324768
3,18,1,33,50.6691725254059,20,33.5020036697388
3,19,1,508,2076.83565807343,193,833.498006343842
3,20,1,4,3.33372402191162,1,1.16703295707703
3,21,1,328,2579.8372759819,46,310.000686407089
3,22,1,6,8.83378195762634,3,2.66644692420959
3,23,1,31,92.332935333252,13,43.6665043830872
3,24,1,49,73.3336625099182,24,48.6667487621307
3,25,1,161,354.336575984955,61,129.334860563278
3,26,1,36,46.6679978370667,19,36.0007708072662
3,27,1,105,212.999276399612,38,64.3347697257996
3,28,1,83,282.836980819702,26,39.0007128715515
3,29,1,91,185.501255989075,28,71.1676204204559
3,30,1,11,110.000203132629,2,4.50018191337585
3,31,1,226,538.666089057922,98,190.499317407608
3,32,1,379,1590.01031136513,118,423.669525384903
3,33,1,3,1.83277821540833,1,0.499595165252686
3,34,1,5,4.83340907096863,3,3.00007200241089
3,35,1,20,21.3340463638306,11,15.8339507579803
3,36,1,36,34.6663627624512,16,12.167938709259
3,37,1,9,55.1662659645081,0,0
3,38,1,81,143.501961708069,34,64.9991545677185
3,40,1,73,279.333350658417,31,160.165817260742
3,41,1,249,1279.33389687538,80,433.334100246429
3,42,1,295,1078.83156132698,89,256.830682754517
3,43,1,98,428.167806863785,27,252.500644207001
3,44,1,688,3326.83662223816,388,2201.16850709915
3,45,1,1076,7591.01008248329,490,3872.67200875282
3,46,1,1624,7134.34074020386,909,4348.66275453568
3,47,1,359,2021.16546082497,170,482.001826047897
3,48,1,974,7423.51483678818,443,3741.84497857094
3,49,1,1163,7203.03048658371,499,3445.68715167046
3,50,1,1098,5842.67479753494,700,4333.50432133675
3,51,1,5,3.83359050750732,3,2.83324027061462
3,52,1,110,326.33757519722,52,148.50058889389
3,53,1,513,1727.66599011421,257,977.665663480759
3,54,1,36,68.9995815753937,18,34.9990217685699
3,55,1,851,4721.50451612473,409,2708.83525061607
3,56,1,1270,10412.3540635109,661,4976.17152261734
3,57,1,315,1053.67238426208,115,244.835921287537
3,58,1,486,3111.66784691811,257,1691.8360812664
3,59,1,3,3.33319902420044,2,2.66647100448608
3,60,1,17,22.1658689975739,10,12.9994134902954
3,61,1,1199,4677.33629393578,622,2710.84055423737
3,62,1,702,3329.67092347145,251,1133.66686058044
3,63,1,28,72.1662337779999,9,13.4994733333588
3,64,1,11,22.8326930999756,2,0.499907255172729
3,65,1,559,3507.50628352165,191,1417.16918039322
3,66,1,818,2626.1722881794,419,1385.16722798347
3,67,1,560,3092.50547981262,276,1733.17388892174
3,68,1,985,5909.85653758049,439,2558.01081943512
3,69,1,517,2927.8421421051,144,773.838246822357
3,70,1,9,7.83449506759644,5,4.50030207633972
3,71,1,22,34.0010678768158,10,21.000394821167
3,72,1,64,130.166463851929,28,36.5012683868408
3,73,1,625,3548.16688108444,254,1972.66688370705
3,74,1,18,39.5000777244568,9,13.6667108535767
3,75,1,1760,12667.3679158688,820,5685.01738476753
3,76,1,1471,6725.84429335594,811,4110.00916790962
3,77,1,594,3117.01081347466,181,754.335735797882
3,78,1,39,67.167144536972,19,46.6669731140137
3,79,1,11,16.3327131271362,9,14.3327698707581
3,80,1,41,114.83426618576,14,19.5006875991821
3,81,1,13,21.3330023288727,6,18.9999523162842
3,82,1,720,4267.84277367592,232,1497.34046030045
3,83,1,7,8.33247995376587,3,4.33325290679932
3,84,1,109,1134.17060542107,41,184.834568500519
3,85,1,16,25.3327689170837,6,5.83293199539185
3,86,1,125,396.167864322662,54,117.500341176987
3,87,1,44,75.4996502399445,21,45.4995880126953
3,88,1,17,18.1664471626282,6,10.8329517841339
3,89,1,1474,7844.18352460861,815,4815.50853443146
3,90,1,1034,4461.67256879807,528,2349.33855938911
3,91,1,49,145.666432619095,21,33.8334085941315
3,92,1,736,3458.17788052559,345,1787.84257364273
3,93,1,128,1399.33698678017,43,825.169084072113
3,94,1,174,873.998096942902,80,632.666532754898
3,95,1,28,72.666072845459,9,6.16652464866638
3,96,1,755,6599.68083810806,381,3935.673371315
3,97,1,1037,6018.16689324379,543,3820.50013136864
3,98,1,652,3460.00822997093,282,1704.33625030518
3,99,1,299,1167.67178630829,110,312.332358360291
3,100,1,272,1888.67183017731,119,1000.83642673492
3,101,1,665,3661.49929285049,254,2055.66735434532
3,102,1,16,19.6660048961639,6,9.83273720741272
3,103,1,827,4791.50800538063,464,2799.00344371796
3,104,1,23,30.0005738735199,10,19.4996831417084
3,105,1,387,2728.00297546387,184,1347.83527159691
3,106,1,24,43.0019624233246,15,25.1681418418884
3,107,1,1064,5653.52536821365,362,1484.342243433
3,108,1,1115,5417.8356192112,541,3379.17098355293
3,109,1,712,2559.50369405746,344,1515.16737556458
3,110,1,10,9.66690063476562,4,5.16697525978088
3,111,1,15,24.4999089241028,7,8.33338046073914
3,112,1,631,4014.01940727234,294,1499.51322317123
3,113,1,12,22.166663646698,7,18.4999251365662
3,114,1,51,126.834692955017,22,24.5007147789001
3,115,1,191,625.506172418594,83,267.503334999084
3,116,1,662,2615.50313425064,327,1637.99974775314
3,117,1,133,316.335913896561,73,207.33488035202
3,118,1,178,591.172218322754,102,274.83768415451
3,119,1,1,6.83350491523743,0,0
3,120,1,101,346.998522281647,28,39.3327076435089
3,121,1,58,738.169632673264,13,74.5008907318115
3,122,1,6,9.33327293395996,3,1.16656303405762
3,123,1,31,46.333842754364,15,27.50013256073
3,124,1,25,48.3325548171997,11,20.0009524822235
3,125,1,12,8.49920916557312,8,5.33270812034607
3,126,1,41,59.8318517208099,16,26.8337500095367
3,127,1,1011,13048.3657693863,417,4523.8473546505
4,5,1,844,3510.84129667282,382,1909.33558440208
4,6,1,32,74.335209608078,12,21.6671526432037
4,7,1,898,5647.35754323006,317,2286.17355084419
4,8,1,135,481.837083101273,43,109.004480361938
4,9,1,115,290.002238988876,39,84.502204656601
4,10,1,524,2005.16844582558,251,1435.33374190331
4,11,1,595,3206.84647989273,206,1399.84147286415
4,12,1,958,6203.83703374863,375,2331.67291879654
4,13,1,596,2186.16949391365,236,882.838788032532
4,14,1,15,16.8337259292603,8,8.0000741481781
4,15,1,260,909.331367015839,93,496.833929538727
4,16,1,1903,11750.1983113289,875,5586.68373584747
4,17,1,133,838.49977850914,37,88.9980278015137
4,18,1,35,90.9996495246887,9,40.4999027252197
4,19,1,688,2542.00725007057,256,1027.16857838631
4,20,1,22,49.1682910919189,9,27.3343391418457
4,21,1,379,1701.5086915493,141,963.003746509552
4,22,1,6,9.33343458175659,3,2.83332276344299
4,23,1,67,181.666415691376,23,38.8338878154755
4,24,1,81,369.831881284714,52,168.165465593338
4,25,1,109,286.002466201782,39,80.8347496986389
4,26,1,19,14.8332476615906,6,7.83349013328552
4,27,1,217,734.164649486542,46,125.499584674835
4,28,1,168,1321.3363711834,53,252.164419412613
4,29,1,142,418.334944248199,45,196.832893610001
4,31,1,251,874.005445480347,100,417.001905441284
4,32,1,707,3131.00665783882,246,983.671345233917
4,33,1,16,28.1675925254822,3,5.33344411849976
4,34,1,3,2.16647624969482,0,0
4,35,1,14,13.0012502670288,9,10.8339252471924
4,36,1,25,49.0008218288422,8,13.1664593219757
4,37,1,7,11.4996750354767,3,9.83298802375793
4,38,1,127,1415.00356936455,24,59.500501871109
4,40,1,76,156.333048582077,20,55.1658520698547
4,41,1,277,1341.00516343117,97,251.669428110123
4,42,1,265,912.662979841232,57,194.999914884567
4,43,1,147,413.996846437454,56,157.665890693665
4,44,1,506,1569.83337140083,191,642.667841911316
4,45,1,728,4180.34918093681,257,1064.83514857292
4,46,1,854,3355.83609056473,404,1945.50221514702
4,47,1,362,1006.83025360107,120,239.496563196182
4,48,1,793,3822.1778717041,345,1669.33925247192
4,49,1,528,2553.00970578194,191,1168.33956623077
4,50,1,783,4915.51041436195,404,3249.17931342125
4,52,1,224,873.003202915192,99,506.170817613602
4,53,1,397,1135.00734210014,184,699.342402458191
4,54,1,50,102.668153047562,17,31.1676323413849
4,55,1,758,4551.68530774117,238,1136.67319345474
4,56,1,701,3788.5173830986,296,1502.17370724678
4,57,1,568,3020.17819976807,138,823.000914573669
4,58,1,615,3114.17366075516,286,1272.33716607094
4,59,1,8,15.667426109314,6,10.5005700588226
4,60,1,28,33.6672179698944,13,16.6665868759155
4,61,1,844,2696.66527867317,335,1143.16520857811
4,62,1,532,2017.99801230431,189,617.835034608841
4,63,1,12,19.1669878959656,7,13.0002250671387
4,64,1,32,49.0024888515472,4,3.50062990188599
4,65,1,725,3577.35583639145,227,1033.33808898926
4,66,1,632,2335.67034578323,226,1083.1697845459
4,67,1,575,2063.00683259964,200,657.166360139847
4,68,1,688,4394.33915996552,252,1640.83429884911
4,69,1,865,10760.0278263092,283,2659.50903439522
4,70,1,8,6.16711044311523,5,4.66655445098877
4,71,1,56,314.167371988297,32,233.833735227585
4,72,1,82,163.336828947067,42,84.3345658779144
4,73,1,851,5046.16561293602,356,2358.49888348579
4,74,1,26,57.8336606025696,11,12.8332679271698
4,75,1,845,3346.34665560722,335,1482.83764052391
4,76,1,826,3107.50372576714,378,1759.16905164719
4,77,1,629,2609.67281532288,200,749.831284999847
4,78,1,26,37.4991478919983,11,12.9989833831787
4,79,1,14,15.9993071556091,7,7.16626501083374
4,80,1,32,68.832239151001,19,53.9999730587006
4,81,1,41,221.498931884766,7,8.99968814849854
4,82,1,944,4308.67653894424,351,1458.83254909515
4,83,1,1,0.166692018508911,1,0.166692018508911
4,84,1,107,697.004124641418,35,207.501166820526
4,85,1,10,12.5005276203156,3,5.66728186607361
4,86,1,172,423.502187252045,69,208.165697574615
4,87,1,215,1082.83491873741,33,173.001170396805
4,88,1,20,32.9991810321808,4,10.1664550304413
4,89,1,1088,5109.3427708149,359,1439.83895611763
4,90,1,690,2410.84756493568,313,1176.01084518433
4,91,1,95,359.837372779846,34,97.8340418338776
4,92,1,590,2306.8373465538,229,822.1674451828
4,93,1,121,417.831953525543,36,90.6653144359589
4,94,1,486,2862.83061361313,239,1583.00368118286
4,95,1,13,21.165679693222,6,14.3328778743744
4,96,1,756,5048.4983818531,353,1617.99985098839
4,97,1,1048,4601.99932718277,398,1954.66808915138
4,98,1,640,3118.84670972824,272,1780.83569312096
4,99,1,484,2412.83939933777,144,858.834143161774
4,100,1,552,2905.6724896431,102,516.66618847847
4,101,1,855,3789.51146841049,273,1308.17293381691
4,102,1,9,16.1664752960205,2,8.33322429656982
4,103,1,744,2889.66858625412,368,1611.16734719276
4,104,1,44,59.8300564289093,15,23.8313393592834
4,105,1,495,2828.17774820328,174,933.336040019989
4,106,1,19,23.3337171077728,6,10.9996330738068
4,107,1,800,3408.00906419754,342,1484.16203045845
4,108,1,874,3792.17427563667,284,1443.33660006523
4,109,1,713,2784.34014940262,306,1249.67056155205
4,110,1,22,104.501600027084,12,69.0001604557037
4,111,1,50,501.002683162689,11,69.3338916301727
4,112,1,616,2598.33810925484,234,1346.16578125954
4,113,1,4,4.66657185554504,0,0
4,114,1,40,82.001039981842,14,36.3331496715546
4,115,1,200,720.832097291946,75,261.999933004379
4,116,1,666,2649.3385822773,324,1443.67224097252
4,117,1,42,96.6670029163361,18,44.6668705940247
4,118,1,267,1335.67282295227,125,667.832927942276
4,119,1,3,2.83276200294495,0,0
4,120,1,103,553.334419250488,36,84.1674108505249
4,121,1,17,38.1669278144836,3,10.9998519420624
4,122,1,4,6.83301711082458,3,6.49967908859253
4,123,1,25,39.3344349861145,11,20.0007634162903
4,124,1,20,29.1654455661774,9,13.4990875720978
4,125,1,5,3.49990510940552,2,1.66656517982483
4,126,1,115,832.335643291473,28,151.168472766876
4,127,1,683,5810.00960850716,381,3093.50523972511
5,6,1,58,73.6674208641052,27,42.8329262733459
5,7,1,499,2258.34056925774,265,1457.33877921104
5,8,1,217,559.001488924026,93,261.002498626709
5,9,1,113,190.499832391739,61,119.833199501038
5,10,1,430,1335.16971826553,149,389.000413894653
5,11,1,474,3133.84153103828,164,1195.50005245209
5,12,1,670,5251.85503792763,259,2211.50997948647
5,13,1,838,4825.83582282066,426,3325.84032440186
5,14,1,20,47.3317430019379,9,26.6667809486389
5,15,1,143,726.999429702759,45,87.6674604415894
5,16,1,1346,10639.5245263577,612,4112.33970737457
5,17,1,79,257.330461263657,31,113.332669019699
5,18,1,41,196.503135681152,22,177.168074369431
5,19,1,572,2454.33074760437,230,1125.16488957405
5,20,1,7,8.99863147735596,3,2.33258152008057
5,21,1,495,4491.67708611488,108,531.500563621521
5,23,1,60,199.00288271904,13,32.5013484954834
5,24,1,33,63.4997491836548,11,39.833545923233
5,25,1,232,1991.83549022675,50,122.000869035721
5,26,1,46,84.9995267391205,25,49.5000987052917
5,27,1,170,438.672070741653,83,244.670446872711
5,28,1,217,913.16819524765,53,161.166090965271
5,29,1,104,299.000069379807,31,71.1673943996429
