"ant1","ant2","space","weight","duration","weightHH","durationHH"
10,117,1,56,127.331701278687,32,88.6658923625946
10,118,1,98,168.336992025375,32,79.499294757843
10,119,1,4,1.1663966178894,2,0.49990177154541
10,120,1,35,115.664283752441,15,94.1664378643036
10,121,1,6,3.99954867362976,4,2.33289194107056
10,122,1,1,1.1663978099823,1,1.1663978099823
10,123,1,11,10.6671161651611,5,7.00045204162598
10,124,1,11,11.6672525405884,6,7.3340117931366
10,125,1,2,1.99962282180786,2,1.99962282180786
10,126,1,15,43.8346238136292,6,39.0001001358032
10,127,1,2791,11309.5140953064,993,4111.66206002235
11,12,1,819,5970.35975956917,410,3656.52513742447
11,13,1,352,1423.3360118866,157,860.836415529251
11,14,1,56,86.3349530696869,29,47.8332731723785
11,15,1,257,754.672789812088,131,344.171144485474
11,16,1,653,5564.18329024315,235,1333.67255020142
11,17,1,273,1317.334171772,106,793.170326471329
11,18,1,97,181.168648719788,64,137.33221578598
11,18,2,14,28.6672074794769,9,11.1673216819763
11,19,1,722,3340.34105658531,353,1818.00203847885
11,20,1,34,80.4980823993683,20,65.3323760032654
11,20,2,99,236.168884754181,35,91.168447971344
11,21,1,413,4182.68006062508,139,1337.00965189934
11,22,1,15,48.9994568824768,6,12.1667597293854
11,23,1,178,742.663801670074,67,171.49871134758
11,24,1,104,447.002203464508,53,226.000094652176
11,25,1,249,951.003961086273,94,213.99987745285
11,26,1,38,60.8345947265625,25,46.0004632472992
11,27,1,395,1338.33684301376,174,502.168063879013
11,28,1,118,465.832349061966,53,200.499421596527
11,29,1,246,1397.16729998589,60,500.16716337204
11,30,1,3,10.6671180725098,1,2.16700601577759
11,31,1,527,2392.67726588249,211,727.833882808685
11,32,1,1417,8020.51312756538,712,3942.17914819717
11,33,1,9,12.6665065288544,4,8.3327739238739
11,33,2,2,1.0000958442688,2,1.0000958442688
11,34,1,11,14.9996421337128,5,8.99985814094543
11,34,2,26,40.9994015693665,19,37.6664645671844
11,35,1,83,123.333121776581,33,53.8331778049469
11,36,1,151,580.16993522644,44,105.000713825226
11,37,1,5,10.5006129741669,1,5.50008082389832
11,37,2,11,12.6662828922272,7,4.16680669784546
11,38,1,249,1397.1726706028,66,291.833397865295
11,40,1,284,1453.8305478096,104,818.66660618782
11,41,1,283,5025.84633493423,97,952.169884204865
11,42,1,658,3128.99973630905,233,1014.33336281776
11,43,1,732,3959.01378440857,292,1952.33953928947
11,44,1,416,1348.00561618805,138,401.169199466705
11,45,1,174,836.502872228622,52,495.500896215439
11,46,1,470,1842.5047109127,232,825.834192752838
11,47,1,400,2501.34190511703,179,1699.17357230186
11,48,1,583,3112.34439325333,239,1221.83544826508
11,49,1,215,819.671002149582,70,232.833862781525
11,50,1,607,4518.17668938637,203,1052.17081809044
11,51,1,10,8.83399868011475,3,2.83399081230164
11,51,2,2,1.16665482521057,2,1.16665482521057
11,52,1,308,1295.66816687584,137,880.99955034256
11,53,1,529,1719.513651371,260,948.335661411285
11,54,1,151,487.005303859711,57,120.667879343033
11,55,1,349,1046.00843906403,131,400.335946559906
11,56,1,313,1450.16899442673,133,658.999947786331
11,57,1,435,2779.8428132534,193,1568.84030985832
11,58,1,853,4812.17499876022,322,2042.99719023705
11,58,2,123,644.336593389511,53,317.50231552124
11,59,1,18,27.8333933353424,5,13.1663329601288
11,59,2,122,528.835741281509,53,152.001564741135
11,60,1,64,86.667560338974,43,62.1685371398926
11,60,2,37,61.0016481876373,24,50.3343975543976
11,61,1,679,2571.50586175919,299,1177.83321094513
11,62,1,517,2196.34042024612,246,1274.66789245605
11,63,1,59,123.336426973343,36,104.502760648727
11,63,2,107,467.337462663651,32,140.336095094681
11,64,1,47,145.49952340126,16,52.667444229126
11,65,1,1164,7478.67077517509,691,4314.67000055313
11,66,1,281,914.331773281097,77,181.498391389847
11,67,1,827,5811.18761205673,322,2986.34807372093
11,68,1,265,1031.67002558708,129,663.668318748474
11,69,1,676,8587.52932667732,276,4009.17555975914
11,70,1,1,2.33308887481689,1,2.33308887481689
11,70,2,22,25.3350012302399,18,24.1678431034088
11,71,1,66,185.834672451019,40,85.6674568653107
11,72,1,198,654.169836521149,76,148.166461467743
11,73,1,380,1628.668217659,172,755.49923658371
11,74,1,103,448.168691635132,36,157.16778755188
11,75,1,573,4918.84167051315,203,1192.66784834862
11,76,1,688,3369.33658361435,290,962.497623920441
11,77,1,990,7818.69203686714,365,2321.17498874664
11,78,1,70,111.332122802734,34,76.8331220149994
11,79,1,34,53.5000722408295,22,39.8336629867554
11,79,2,13,50.8343801498413,11,49.3349568843842
11,80,1,91,218.833567380905,42,103.834426403046
11,80,2,20,42.1677260398865,14,34.833877325058
11,81,1,161,2654.00882863998,48,1295.34171676636
11,82,1,768,5139.67059993744,352,2723.99840068817
11,83,1,15,11.8325748443604,5,4.33280897140503
11,84,1,64,361.835674524307,17,35.6667985916138
11,85,1,69,299.834012508392,19,154.166505813599
11,86,1,417,3073.67075586319,165,1082.50219845772
11,87,1,205,602.001939058304,47,134.499027013779
11,88,1,45,90.4996259212494,18,50.6659414768219
11,89,1,553,3210.00566148758,216,1038.50145697594
11,90,1,686,2419.16899704933,286,1101.50183582306
11,91,1,157,1079.50160455704,67,172.665928125381
11,91,2,18,22.1661128997803,9,14.1661515235901
11,92,1,650,3437.18095898628,319,1844.84110951424
11,93,1,206,1786.33998823166,99,278.668688058853
11,94,1,635,3322.83669090271,357,2472.16962409019
11,95,1,51,80.6660213470459,22,47.8334760665894
11,96,1,513,3849.84535622597,163,1029.67399978638
11,97,1,877,5016.5105342865,403,2207.50356316566
11,98,1,959,5662.68046021461,386,2460.84157299995
11,99,1,480,2210.1728053093,244,1078.83689451218
11,100,1,834,6290.68807315826,276,2602.83843445778
11,101,1,510,2151.6692533493,188,809.832635641098
11,102,1,36,54.8348643779755,19,32.6670014858246
11,102,2,25,83.3341064453125,18,76.6672377586365
11,103,1,290,888.674593925476,146,575.003741025925
11,104,1,148,258.999655723572,68,136.330005168915
11,104,2,37,64.3331778049469,15,28.8334407806396
11,105,1,471,3180.85273909569,229,1742.84245157242
11,106,1,60,95.5012586116791,37,67.0022034645081
11,107,1,383,1576.33638930321,118,371.499478578568
11,108,1,309,1785.33346295357,109,494.33173251152
11,109,1,721,4333.34468650818,365,1752.50625491142
11,110,1,49,102.834824800491,17,19.8340365886688
11,110,2,7,14.0006229877472,1,5.66669893264771
11,111,1,12,18.8340046405792,5,8.66717338562012
11,112,1,729,4079.34896039963,336,1863.00721478462
11,113,1,22,25.1674022674561,15,22.000260591507
11,114,1,146,505.496746063232,78,298.833100318909
11,114,2,26,45.5009109973907,21,43.1669111251831
11,115,1,628,5142.50860071182,209,1637.33884358406
11,116,1,264,1216.67049407959,130,753.001310825348
11,117,1,192,678.332882881165,113,488.997569322586
11,118,1,538,2816.1635992527,228,960.832989454269
11,119,1,10,11.1667854785919,5,5.33324933052063
11,119,2,5,10.8342881202698,4,8.6675431728363
11,120,1,113,301.502207279205,59,181.835068464279
11,121,1,102,400.167716026306,51,115.998760461807
11,122,1,10,16.8313870429993,3,4.33276700973511
11,123,1,52,96.667008638382,22,22.3337287902832
11,124,1,62,125.499966621399,24,41.3326795101166
11,125,1,10,14.3337478637695,8,13.1670417785645
11,126,1,156,433.671347379684,66,155.836274623871
11,127,1,1122,16129.7107052803,501,4850.84640598297
12,13,1,592,3748.66971325874,249,1540.00436997414
12,14,1,16,22.9985198974609,11,16.8329010009766
12,15,1,131,820.668523788452,41,66.6677169799805
12,16,1,1202,8673.1810092926,474,3788.67721247673
12,17,1,160,505.671903848648,46,81.5003790855408
12,18,1,24,49.4992341995239,9,23.4990537166595
12,19,1,777,3683.83965325356,280,1465.33161664009
12,20,1,4,4.16750288009644,2,3.83362698554993
12,21,1,280,3354.67388820648,97,807.171733140945
12,23,1,103,416.832991361618,38,93.166045665741
12,24,1,83,220.168597698212,24,110.168419837952
12,25,1,198,547.661383628845,50,149.665528297424
12,26,1,30,53.6672484874725,11,19.3331878185272
12,27,1,254,2198.99839735031,87,656.331032991409
12,28,1,85,455.167586565018,25,59.6661880016327
12,29,1,182,755.672737360001,44,125.168153762817
12,31,1,374,2372.6679251194,112,430.001708030701
12,32,1,706,4184.00835156441,354,2020.66490602493
12,33,1,32,63.1670978069305,18,42.8331418037415
12,34,1,10,26.0005149841309,6,19.6671426296234
12,35,1,42,71.4978547096252,24,46.3316767215729
12,36,1,93,420.667520999908,18,68.6649811267853
12,37,1,5,207.166831016541,2,196.833806991577
12,38,1,142,569.168760061264,44,342.166510343552
12,40,1,204,1310.49856042862,67,795.668039083481
12,41,1,196,920.006121873856,85,485.33546090126
12,42,1,415,3041.50247097015,100,329.831375837326
12,43,1,238,1202.83382034302,73,260.334587574005
12,44,1,374,1943.83966135979,168,1050.33869814873
12,45,1,214,1419.17121553421,86,574.669043302536
12,46,1,731,2872.83370065689,499,2230.00148296356
12,47,1,360,1422.84891176224,177,890.173734903336
12,48,1,1131,9752.85090565681,433,3758.83815670013
12,49,1,202,780.165993452072,89,276.832885742188
12,50,1,1427,10934.6751863956,644,5118.83006310463
12,51,1,10,11.1672546863556,2,1.16666793823242
12,52,1,268,2423.67433166504,120,462.335622549057
12,53,1,499,2295.00192046165,228,1213.83537626266
12,54,1,64,127.332612752914,28,66.6667695045471
12,55,1,784,5414.35380458832,409,3944.1832253933
12,56,1,552,4145.34106826782,201,1645.33546900749
12,57,1,321,2534.00255393982,101,1162.66795921326
12,58,1,985,10530.5273282528,401,5567.67758917809
12,59,1,3,5.99975895881653,1,0.999881029129028
12,60,1,21,31.6664364337921,9,12.8337075710297
12,61,1,1213,8862.84229493141,565,4022.83716535568
12,62,1,782,3891.17737722397,372,2305.84104752541
12,63,1,33,80.4973540306091,7,14.1664299964905
12,64,1,26,38.6679995059967,5,8.4992139339447
12,65,1,685,4846.347853899,325,2848.17993187904
12,66,1,539,1933.51189613342,274,1206.50385451317
12,67,1,1362,9433.85112833977,574,3678.00568056107
12,68,1,426,1923.00921273232,178,789.836810112
12,69,1,1070,12187.0288705826,418,5745.685141325
12,70,1,18,17.6661221981049,9,12.3329861164093
12,71,1,68,1048.66788482666,24,639.167343378067
12,72,1,147,638.837058782578,43,93.1691961288452
12,73,1,745,5313.34773850441,321,2042.676892519
12,74,1,30,61.1676802635193,13,39.1677994728088
12,75,1,826,5540.50361323357,390,2390.00570940971
12,76,1,1293,6856.84169077873,606,4222.17462062836
12,77,1,1078,9402.68248510361,387,4598.50341892242
12,78,1,38,103.835388660431,19,66.1679139137268
12,79,1,30,43.6665959358215,15,29.1672809123993
12,80,1,55,107.49728345871,10,40.4976830482483
12,81,1,65,707.169299840927,18,264.833548307419
12,82,1,841,6757.67474937439,310,3665.84162473679
12,83,1,7,10.8332321643829,5,8.66664981842041
12,84,1,34,89.3348517417908,8,17.5002343654633
12,85,1,32,119.501544237137,10,23.5007991790771
12,86,1,180,652.330419540405,59,206.66622710228
12,87,1,102,506.167992830276,32,96.6679437160492
12,88,1,36,78.3338978290558,13,57.0006868839264
12,89,1,516,3732.16835093498,255,2231.66994190216
12,90,1,548,2386.17234706879,249,1112.33445358276
12,91,1,110,609.501170873642,38,75.5015563964844
12,92,1,916,4492.00217318535,509,2800.83076334
12,93,1,186,612.500157833099,57,158.165668487549
12,94,1,376,1701.50548934937,167,685.50124669075
12,95,1,31,57.0025081634521,13,19.5013086795807
12,96,1,611,8641.35084748268,283,5005.34314870834
12,97,1,1323,9487.36169958115,708,5225.01897549629
12,98,1,960,6327.3397295475,376,2518.00927114487
12,99,1,453,2237.67389297485,175,742.00096487999
12,100,1,917,8719.02358269691,402,4456.67705225945
12,101,1,666,4011.67832159996,359,2368.00498843193
12,102,1,20,28.3325984477997,12,22.1669404506683
12,103,1,492,2805.83716011047,262,2025.00274276733
12,104,1,67,328.66560292244,31,247.498979091644
12,105,1,685,6269.84166002274,283,2238.17135953903
12,106,1,34,46.3326585292816,14,18.1666359901428
12,107,1,487,2601.16685223579,246,1551.50064992905
12,108,1,919,7329.19462656975,410,3675.8463511467
12,109,1,720,4313.00858831406,359,2756.17540240288
12,110,1,42,105.166584014893,15,33.1668701171875
12,111,1,4,4.49893498420715,3,3.16608500480652
12,112,1,968,6908.19308376312,413,3803.18183994293
12,113,1,13,34.333523273468,4,22.0001802444458
12,114,1,84,434.668435335159,26,72.3326473236084
12,115,1,640,4568.84358882904,170,888.33136177063
12,116,1,780,4545.5043451786,361,2520.83305835724
12,117,1,205,1659.6725127697,87,1176.33968758583
12,118,1,376,2833.01273989677,150,1384.83750128746
12,119,1,2,2.49978995323181,0,0
12,120,1,134,432.002070903778,53,135.335298299789
12,121,1,47,128.165931224823,25,95.5010807514191
12,122,1,8,6.50031614303589,4,4.16725277900696
12,123,1,25,42.8334517478943,15,25.8323593139648
12,124,1,16,24.6672346591949,11,20.8339185714722
12,125,1,7,8.16783022880554,3,1.33394622802734
12,126,1,260,1217.33716750145,33,703.666352272034
12,127,1,2253,34375.0804812908,1090,13285.5339329243
13,14,1,23,24.5001776218414,8,10.1668217182159
13,15,1,51,85.0008811950684,33,47.1676020622253
13,16,1,980,5078.01286649704,440,1973.00057792664
13,17,1,49,92.000723361969,22,41.5012588500977
13,18,1,42,56.6684808731079,19,25.3350365161896
13,19,1,434,1927.50229215622,183,1008.16626262665
13,20,1,7,16.3333210945129,1,0.666798114776611
13,21,1,259,1060.50415754318,99,391.668795824051
13,22,1,2,1.83385896682739,0,0
13,23,1,41,92.1676211357117,17,46.0000076293945
13,24,1,18,24.8343622684479,10,19.1681134700775
13,25,1,208,484.831134319305,68,185.501237869263
13,26,1,23,33.1669340133667,10,16.0002539157867
13,27,1,95,416.667162895203,41,338.833255529404
13,28,1,142,477.836406707764,67,334.002799987793
13,29,1,55,136.16383099556,20,58.3317999839783
13,30,1,8,7.83392667770386,2,2.16676378250122
13,31,1,216,454.005492925644,66,152.166679620743
13,32,1,446,1342.83362746239,219,840.497094869614
13,33,1,23,43.5001435279846,11,15.1663951873779
13,34,1,11,8.16603016853333,6,4.9995858669281
13,35,1,62,241.333421707153,23,134.501382350922
13,36,1,34,62.3328032493591,11,20.1675689220428
13,37,1,3,9.16640210151672,1,6.83283305168152
13,38,1,60,134.835695981979,23,54.0018749237061
13,40,1,44,52.8327980041504,16,17.0001726150513
13,41,1,497,2471.00860095024,171,1040.17292356491
13,42,1,318,1378.00562667847,81,248.832707881927
13,43,1,113,583.002539396286,37,250.501561164856
13,44,1,375,1509.49973249435,138,781.167342185974
13,45,1,681,3324.66415953636,280,1642.49575996399
13,46,1,936,3605.51486992836,451,2332.34230732918
13,47,1,488,1319.66889309883,162,512.498347997665
13,48,1,1607,7370.33785700798,555,3284.67564964294
13,49,1,606,2517.33359670639,257,1400.33104968071
13,50,1,951,7437.01595067978,448,2852.33832097054
13,51,1,3,4.00013995170593,2,3.50013899803162
13,52,1,94,321.502448797226,40,191.167645692825
13,53,1,372,1131.82651114464,163,624.497811079025
13,54,1,42,170.999753475189,7,18.3337917327881
13,55,1,1343,6942.52627229691,544,3728.35026264191
13,56,1,889,5492.50937247276,415,3040.33765912056
13,57,1,300,1157.16932535172,120,481.169373750687
13,58,1,623,4869.84782171249,280,2900.67856383324
13,59,1,4,2.83288407325745,2,1.33294820785522
13,60,1,21,35.5005168914795,10,19.3336608409882
13,61,1,788,3114.17113423347,399,1681.83350086212
13,62,1,689,3594.50037622452,311,2222.16885590553
13,63,1,7,5.00086736679077,4,2.16747331619263
13,64,1,4,0.833324193954468,4,0.833324193954468
13,65,1,424,2258.50643897057,153,735.001466989517
13,66,1,649,2115.51031899452,253,854.672850608826
13,67,1,712,4325.85241150856,344,2734.1780602932
13,68,1,816,5075.34354877472,292,1835.67168021202
13,69,1,631,4337.18235087395,209,1176.50777220726
13,70,1,8,6.66748070716858,2,3.5002269744873
13,71,1,14,36.8329195976257,9,32.4999823570251
13,72,1,44,69.8348152637482,25,51.1683201789856
13,73,1,793,5563.33523201942,336,1837.16459727287
13,74,1,21,32.8320994377136,16,30.3329336643219
13,75,1,1167,6053.67778706551,579,3514.84081625938
13,76,1,926,4212.99421977997,492,2557.99847960472
13,77,1,472,3407.6791882515,158,1113.17389941216
13,78,1,26,49.3307716846466,13,22.1662564277649
13,79,1,16,21.3315527439117,6,10.8322050571442
13,80,1,35,101.667304754257,17,27.0004498958588
13,81,1,28,38.3331427574158,11,17.6666357517242
13,82,1,530,1685.17122077942,245,906.83510518074
13,83,1,9,4.83382391929626,3,0.66708779335022
13,84,1,58,106.167362213135,24,61.0005958080292
13,85,1,1,1.33379817008972,1,1.33379817008972
13,86,1,103,300.666043758392,53,195.833203792572
13,87,1,32,47.6660113334656,19,34.3317046165466
13,88,1,16,26.8327231407166,5,5.49969887733459
13,89,1,1019,5741.34695839882,472,3717.50565743446
13,90,1,691,2464.17791295052,289,986.670561313629
13,91,1,55,102.168091058731,27,55.3349812030792
13,92,1,725,3360.84070611,256,1760.50309514999
13,93,1,110,330.833233833313,50,188.000185251236
13,94,1,279,1606.33935141563,136,460.167651414871
13,95,1,19,35.3321139812469,10,16.4993982315063
13,96,1,778,3993.18004417419,413,2174.3317284584
13,97,1,640,2653.17662262917,304,1613.50393199921
13,98,1,784,5733.18585205078,310,3320.84337210655
13,99,1,257,549.669622182846,82,212.999731302261
13,100,1,339,1410.17343330383,146,659.502624750137
13,101,1,326,1236.8313100338,118,440.332900762558
13,102,1,37,36.3349642753601,19,21.5015761852264
13,103,1,831,5797.83627486229,353,4235.1694111824
13,104,1,25,42.0022013187408,12,25.501894235611
13,105,1,312,1275.67106199265,117,648.836999893188
13,106,1,42,102.99994802475,22,62.832533121109
13,107,1,551,2208.17313194275,214,1274.00356006622
13,108,1,898,4962.50360631943,299,1729.50107645988
13,109,1,833,4002.68082928658,447,3104.67891120911
13,110,1,13,26.1674294471741,4,8.50030636787415
13,111,1,21,40.6682167053223,11,26.3341629505157
13,112,1,627,2444.5016310215,234,744.002309799194
13,113,1,12,16.166622877121,5,4.50000596046448
13,114,1,34,254.333446502686,17,14.333304643631
13,115,1,328,1550.33433175087,124,724.833999633789
13,116,1,821,2612.33783841133,311,1020.6698884964
13,117,1,57,159.501360416412,37,135.167499780655
13,118,1,136,363.669395446777,69,215.667590379715
13,119,1,1,0.333327054977417,0,0
13,120,1,74,205.999854564667,28,105.501069068909
13,121,1,33,179.66605758667,10,16.3326044082642
13,122,1,3,4.16721367835999,2,1.00055766105652
13,123,1,10,19.8343648910522,5,11.5000269412994
13,124,1,12,18.9997897148132,7,16.5000879764557
13,125,1,4,3.66694736480713,3,3.00021624565125
13,126,1,42,67.6679289340973,24,42.6669652462006
13,127,1,1959,29589.5632865429,737,8278.18504571915
14,15,1,232,1943.33659863472,82,492.669641256332
14,16,1,26,37.0010139942169,12,20.8347444534302
14,17,1,107,269.666620016098,48,99.4998722076416
14,18,1,311,812.502269029617,124,362.664841890335
14,19,1,32,58.6692597866058,21,29.6680252552032
14,20,1,181,789.000608921051,83,177.498774528503
14,20,2,76,144.169189214706,35,82.6687986850739
14,21,1,46,332.166983127594,14,92.3343207836151
14,22,1,19,56.1660652160645,8,28.3327124118805
14,22,2,12,6.83194756507874,4,3.16666913032532
14,23,1,294,1767.83486199379,75,182.831951856613
14,24,1,443,1343.66763758659,174,414.16748714447
14,25,1,33,38.9998552799225,22,27.4999265670776
14,26,1,104,206.667332649231,42,106.66662979126
14,26,2,111,353.837631464005,40,98.834436416626
14,27,1,124,199.502202510834,55,94.6684427261353
14,28,1,299,1525.33294010162,123,679.165234565735
14,29,1,205,699.17534995079,85,242.669503450394
14,30,1,21,61.0003826618195,4,4.99955272674561
14,30,2,3,2.49958896636963,1,0.833293914794922
14,31,1,70,221.000552892685,35,169.167069673538
14,32,1,63,99.4953694343567,31,47.1643514633179
14,33,1,5,7.33305406570435,1,0.333333969116211
14,33,2,24,54.8320119380951,7,3.6655912399292
14,34,1,60,173.502210855484,15,36.5006198883057
14,34,2,128,541.505226612091,57,234.003212928772
14,35,1,45,57.3316657543182,26,35.3319790363312
14,35,2,140,235.663306236267,81,98.4974732398987
14,36,1,135,970.50052690506,43,301.669434070587
14,36,2,204,343.664499998093,103,204.664961338043
14,37,1,11,15.5000395774841,8,14.1665756702423
14,37,2,1,0.666678905487061,0,0
14,38,1,170,844.502343416214,55,347.167026042938
14,40,1,61,117.667283296585,26,56.6665298938751
14,41,1,123,482.165641069412,34,125.501764059067
14,42,1,75,253.332637071609,23,55.1670172214508
14,43,1,269,1571.34119176865,81,237.003835201263
14,44,1,18,30.0011920928955,7,11.1672871112823
14,45,1,12,20.3338024616241,3,6.83336806297302
14,46,1,55,53.1652889251709,25,24.0010685920715
14,47,1,71,95.3329446315765,32,29.1671857833862
14,48,1,10,6.66703987121582,7,4.33327889442444
14,49,1,15,55.5000007152557,6,3.16696405410767
14,50,1,19,24.8350393772125,10,19.1678321361542
14,51,1,48,114.33376955986,18,37.4989569187164
14,51,2,63,305.500926971436,20,39.1661324501038
14,52,1,99,226.004240036011,37,64.1690773963928
14,52,2,21,14.6674182415009,10,7.66768598556519
14,53,1,68,90.9964089393616,33,43.4980993270874
14,54,1,250,1560.49789452553,81,238.33423948288
14,55,1,8,9.33356499671936,0,0
14,56,1,10,9.49890756607056,4,4.00060796737671
14,57,1,62,335.334571123123,22,29.3345398902893
14,58,1,27,36.5029394626617,16,26.501204252243
14,59,1,29,40.0003814697266,18,27.3339872360229
14,59,2,122,343.336095571518,45,99.4994399547577
14,60,1,285,1428.67095565796,112,612.16787481308
14,61,1,23,28.1657817363739,10,12.1667759418488
14,62,1,53,54.6680340766907,18,23.0010962486267
14,63,1,13,22.999427318573,9,19.1666440963745
14,64,1,23,22.8325781822205,12,10.3331122398376
14,65,1,69,155.502279281616,25,27.6675970554352
14,66,1,19,20.3315620422363,12,12.8322582244873
14,67,1,23,46.4987952709198,11,11.6652359962463
14,68,1,2,1.66652297973633,0,0
14,69,1,28,51.8348531723022,12,18.6668727397919
14,70,1,130,245.66600894928,65,130.831128358841
14,70,2,293,722.006863594055,133,336.337532520294
14,71,1,223,1041.66583323479,82,287.829835891724
14,71,2,77,175.668139457703,38,78.4996454715729
14,72,1,158,500.505703449249,72,192.002393722534
14,73,1,26,31.8332679271698,8,14.4995579719543
14,74,1,152,636.668776512146,54,170.502741575241
14,75,1,26,26.1677529811859,10,17.0010917186737
14,76,1,18,22.3330807685852,13,17.1660106182098
14,77,1,29,49.3348846435547,17,33.000935792923
14,78,1,387,914.335049152374,199,490.497339010239
14,79,1,153,161.002056837082,94,119.335864067078
14,79,2,261,239.669089078903,120,132.169920444489
14,80,1,272,1057.83426713943,97,267.833305835724
14,80,2,1,1.49999904632568,1,1.49999904632568
14,81,1,100,206.670001745224,49,118.168366670609
14,81,2,244,2431.35071873665,90,682.006809234619
14,82,1,36,64.5024862289429,16,32.8340842723846
14,83,1,114,128.8317258358,63,71.8319897651672
14,83,2,202,418.33690905571,90,121.334961414337
14,84,1,114,276.502251625061,47,86.1668984889984
14,84,2,229,1365.01072239876,113,733.172499418259
14,85,1,60,325.833454608917,8,18.4987556934357
14,85,2,55,150.832779169083,29,82.8330390453339
14,86,1,86,297.501538991928,27,53.0012602806091
14,87,1,81,143.502189874649,30,37.5000734329224
14,88,1,164,375.838823318481,77,215.669221639633
14,89,1,43,48.8354768753052,12,22.9993710517883
14,90,1,45,67.3353250026703,19,48.6670367717743
14,91,1,180,454.505840301514,79,210.335217237473
14,91,2,4,6.66731309890747,3,3.33404207229614
14,92,1,30,39.6672251224518,15,29.8324105739594
14,93,1,145,382.166766405106,58,131.498370885849
14,94,1,43,66.9987602233887,18,16.4992733001709
14,95,1,249,930.837367773056,89,170.502024650574
14,95,2,111,312.002424955368,39,53.6665592193604
14,96,1,22,24.8326513767242,10,11.1654934883118
14,97,1,26,32.000684261322,18,26.5005881786346
14,98,1,50,88.168895483017,23,44.9998204708099
14,99,1,58,73.3359622955322,27,32.6673166751862
14,100,1,43,77.1678581237793,14,19.1666622161865
14,101,1,19,24.6649177074432,8,7.83267784118652
14,102,1,110,145.337515354156,51,88.6682398319244
14,102,2,233,930.677211999893,105,312.668137550354
14,103,1,12,11.99942445755,5,5.66678595542908
14,104,1,307,1318.83588218689,82,145.665178537369
14,105,1,40,66.1671068668365,22,44.99849152565
14,106,1,222,1005.50119400024,94,369.500210523605
14,106,2,26,35.4994292259216,16,22.4990091323853
14,107,1,6,5.49997019767761,2,1.16673493385315
14,108,1,14,19.8336927890778,9,15.0004117488861
14,109,1,54,68.6690001487732,23,24.0013451576233
14,110,1,214,776.663560628891,100,383.166371107101
14,110,2,67,121.997353076935,31,62.1633498668671
14,111,1,8,11.6661098003387,1,0.833370923995972
14,112,1,63,88.1668949127197,26,38.4992463588715
14,113,1,194,502.166685342789,91,256.169043779373
14,113,2,85,269.503621578217,40,123.16734457016
14,114,1,372,1743.50464320183,152,724.503315210342
14,115,1,85,146.502243518829,40,73.3356070518494
14,116,1,29,38.1667122840881,12,16.1661653518677
14,117,1,104,333.504317760468,53,183.167934656143
14,118,1,96,189.163571834564,35,56.999233007431
14,119,1,73,167.166586637497,5,21.1665887832642
14,119,2,135,796.676530599594,37,131.835355997086
14,120,1,211,1117.50322461128,88,515.669089078903
14,121,1,195,539.002299785614,90,248.166817188263
14,121,2,45,50.6674311161041,16,20.3337528705597
14,122,1,48,57.8327474594116,25,30.3333044052124
14,122,2,28,44.9999990463257,11,21.9995725154877
14,123,1,189,1243.50748062134,65,110.333249092102
14,123,2,56,186.334609746933,20,35.5006546974182
14,124,1,369,2693.16906833649,127,872.16629242897
14,125,1,96,402.832617044449,43,296.665533542633
14,125,2,81,152.33642911911,28,58.5000200271606
14,126,1,285,1100.99851846695,108,307.998649835587
14,127,1,6,18.5008656978607,6,18.5008656978607
15,16,1,96,461.666914224625,31,61.9994306564331
15,17,1,378,1637.50069022179,149,968.501295804977
15,18,1,521,4304.18191289902,182,1139.17267251015
15,19,1,99,424.668932437897,39,137.834237098694
15,20,1,153,978.00074505806,61,267.16618847847
15,21,1,90,567.002361059189,32,170.166389703751
15,22,1,22,173.166274547577,7,35.3328855037689
15,23,1,488,2904.84114742279,205,1130.84132099152
15,24,1,442,2354.83974933624,203,1056.66880893707
15,25,1,37,96.3331124782562,20,29.0001060962677
15,26,1,160,894.340205430984,74,443.338478088379
15,27,1,452,2539.33748555183,154,713.996369361877
15,28,1,761,6690.17825365067,257,2454.33794927597
15,29,1,367,2302.16879224777,129,738.668342828751
15,30,1,1,1.83335900306702,1,1.83335900306702
15,31,1,430,1900.66449141502,177,622.501415491104
15,32,1,405,2427.99925112724,131,536.664752483368
15,33,1,43,284.002291679382,26,144.001549482346
15,34,1,60,294.834501028061,38,190.833753108978
15,35,1,147,810.164678096771,82,651.998809814453
15,36,1,108,470.668107748032,42,148.000104904175
15,37,1,4,19.1669704914093,2,13.8333637714386
15,38,1,566,3537.00980424881,166,1245.0058350563
15,40,1,487,2197.66657924652,157,834.333704471588
15,41,1,166,933.168406963348,46,153.166250228882
15,42,1,248,1492.99738550186,66,350.167416810989
15,43,1,658,4507.50383734703,168,912.004165887833
15,44,1,139,432.836799144745,39,128.500807523727
15,45,1,12,11.6658391952515,6,6.3328070640564
15,46,1,126,169.331867694855,58,81.6662504673004
15,47,1,119,619.667104721069,78,534.835371017456
15,48,1,47,95.6673319339752,37,78.5001368522644
15,49,1,22,71.3342308998108,15,62.1670858860016
15,50,1,75,540.668879508972,45,299.000807523727
15,51,1,64,348.503591299057,24,83.3357539176941
15,52,1,148,460.667381763458,77,191.833195209503
15,53,1,213,370.170855760574,126,278.502463102341
15,54,1,450,3756.00986194611,210,1431.16770482063
15,55,1,24,38.8345949649811,14,28.0006911754608
