"ant1","ant2","weightHH"
14,20,118
15,20,61
16,20,8
17,20,86
18,20,125
19,20,3
1,21,11
2,21,37
3,21,46
4,21,141
5,21,108
6,21,9
7,21,56
8,21,42
9,21,31
11,21,139
12,21,97
13,21,99
14,21,14
15,21,32
16,21,83
17,21,14
18,21,35
19,21,152
20,21,6
1,23,47
2,23,90
3,23,13
4,23,23
5,23,13
6,23,245
7,23,12
8,23,132
9,23,123
11,23,67
12,23,38
13,23,17
14,23,75
15,23,205
16,23,26
17,23,48
18,23,139
19,23,26
20,23,38
21,23,4
1,24,101
2,24,75
3,24,24
4,24,52
5,24,11
6,24,242
7,24,16
8,24,168
9,24,53
11,24,53
12,24,24
13,24,10
14,24,174
15,24,203
16,24,25
17,24,140
18,24,345
19,24,32
20,24,107
21,24,3
23,24,106
1,25,7
2,25,112
3,25,61
4,25,39
5,25,50
6,25,30
7,25,11
8,25,33
9,25,60
11,25,94
12,25,50
13,25,68
14,25,22
15,25,20
16,25,25
17,25,17
18,25,33
19,25,51
20,25,4
21,25,93
23,25,36
24,25,17
1,26,156
2,26,12
3,26,19
4,26,6
5,26,25
6,26,109
7,26,3
8,26,139
9,26,30
11,26,25
12,26,11
13,26,10
14,26,82
15,26,74
16,26,8
17,26,51
18,26,136
19,26,10
20,26,264
21,26,28
23,26,60
24,26,165
25,26,18
1,27,33
2,27,176
3,27,38
4,27,46
5,27,83
6,27,200
7,27,16
8,27,220
9,27,119
11,27,174
12,27,87
13,27,41
14,27,55
15,27,154
16,27,58
17,27,225
18,27,175
19,27,69
20,27,38
21,27,26
23,27,134
24,27,105
25,27,46
26,27,42
1,28,102
2,28,81
3,28,26
4,28,53
5,28,53
6,28,220
7,28,4
8,28,203
9,28,106
11,28,53
12,28,25
13,28,67
14,28,123
15,28,257
16,28,59
17,28,152
18,28,159
19,28,50
20,28,88
21,28,24
23,28,211
24,28,218
25,28,101
26,28,127
27,28,212
1,29,326
2,29,88
3,29,28
4,29,45
5,29,31
6,29,282
7,29,41
8,29,225
9,29,101
11,29,60
12,29,44
13,29,20
14,29,85
15,29,129
16,29,64
17,29,476
18,29,198
19,29,40
20,29,262
21,29,30
23,29,103
24,29,124
25,29,43
26,29,48
27,29,384
28,29,313
1,31,138
2,31,127
3,31,98
4,31,100
5,31,86
6,31,114
7,31,43
8,31,221
9,31,194
11,31,211
12,31,112
13,31,66
14,31,35
15,31,177
16,31,89
17,31,217
18,31,233
19,31,150
20,31,33
21,31,65
23,31,171
24,31,94
25,31,57
26,31,68
27,31,359
28,31,177
29,31,228
1,32,13
2,32,274
3,32,118
4,32,246
5,32,114
6,32,45
7,32,99
8,32,127
9,32,206
11,32,712
12,32,354
13,32,219
14,32,31
15,32,131
16,32,235
17,32,69
18,32,35
19,32,420
20,32,13
21,32,104
23,32,72
24,32,67
25,32,144
26,32,31
27,32,111
28,32,64
29,32,62
31,32,184
1,34,112
2,34,4
3,34,3
4,34,0
5,34,1
6,34,33
7,34,3
8,34,37
9,34,8
11,34,24
12,34,6
13,34,6
14,34,72
15,34,38
16,34,2
17,34,28
18,34,47
19,34,8
20,34,230
21,34,3
23,34,7
24,34,41
25,34,3
26,34,470
27,34,19
28,34,12
29,34,16
31,34,17
32,34,6
1,35,105
2,35,27
3,35,11
4,35,9
5,35,9
6,35,65
7,35,3
8,35,77
9,35,65
11,35,33
12,35,24
13,35,23
14,35,107
15,35,82
16,35,10
17,35,49
18,35,137
19,35,23
20,35,234
21,35,11
23,35,116
24,35,85
25,35,31
26,35,289
27,35,53
28,35,56
29,35,25
31,35,43
32,35,47
34,35,378
1,36,154
2,36,21
3,36,16
4,36,8
5,36,24
6,36,51
7,36,3
8,36,60
9,36,29
11,36,44
12,36,18
13,36,11
14,36,146
15,36,42
16,36,0
17,36,45
18,36,96
19,36,10
20,36,177
21,36,3
23,36,51
24,36,96
25,36,22
26,36,185
27,36,75
28,36,42
29,36,38
31,36,54
32,36,46
34,36,310
35,36,319
1,38,97
2,38,79
3,38,34
4,38,24
5,38,17
6,38,102
7,38,5
8,38,91
9,38,76
11,38,66
12,38,44
13,38,23
14,38,55
15,38,166
16,38,43
17,38,180
18,38,109
19,38,45
20,38,89
21,38,37
23,38,53
24,38,121
25,38,31
26,38,24
27,38,161
28,38,102
29,38,287
31,38,152
32,38,33
34,38,10
35,38,28
36,38,23
1,40,14
2,40,93
3,40,31
4,40,20
5,40,29
6,40,76
7,40,6
8,40,105
9,40,183
11,40,104
12,40,67
13,40,16
14,40,26
15,40,157
16,40,59
17,40,81
18,40,52
19,40,44
20,40,19
21,40,14
23,40,146
24,40,107
25,40,79
26,40,30
27,40,123
28,40,111
29,40,110
31,40,121
32,40,116
34,40,3
35,40,24
36,40,11
38,40,152
1,41,11
2,41,28
3,41,80
4,41,97
5,41,114
6,41,20
7,41,70
8,41,116
9,41,27
11,41,97
12,41,85
13,41,171
14,41,34
15,41,46
16,41,63
17,41,23
18,41,42
19,41,75
20,41,4
21,41,478
23,41,25
24,41,31
25,41,27
26,41,18
27,41,45
28,41,30
29,41,42
31,41,124
32,41,99
34,41,16
35,41,19
36,41,35
38,41,30
40,41,21
1,42,27
2,42,357
3,42,89
4,42,57
5,42,86
6,42,34
7,42,57
8,42,99
9,42,92
11,42,233
12,42,100
13,42,81
14,42,23
15,42,66
16,42,96
17,42,103
18,42,130
19,42,68
20,42,35
21,42,112
23,42,80
24,42,74
25,42,77
26,42,22
27,42,128
28,42,110
29,42,121
31,42,176
32,42,106
34,42,7
35,42,30
36,42,12
38,42,94
40,42,169
41,42,34
1,43,15
2,43,158
3,43,27
4,43,56
5,43,38
6,43,283
7,43,42
8,43,71
9,43,510
11,43,292
12,43,73
13,43,37
14,43,81
15,43,168
16,43,52
17,43,105
18,43,85
19,43,109
20,43,116
21,43,5
23,43,103
24,43,197
25,43,92
26,43,15
27,43,131
28,43,94
29,43,186
31,43,189
32,43,338
34,43,4
35,43,88
36,43,33
38,43,104
40,43,135
41,43,14
42,43,49
1,44,33
2,44,112
3,44,388
4,44,191
5,44,205
6,44,13
7,44,195
8,44,94
9,44,38
11,44,138
12,44,168
13,44,138
14,44,7
15,44,39
16,44,157
17,44,41
18,44,54
19,44,294
20,44,19
21,44,102
23,44,17
24,44,13
25,44,59
26,44,13
27,44,51
28,44,37
29,44,146
31,44,119
32,44,209
34,44,2
35,44,3
36,44,16
38,44,53
40,44,44
41,44,52
42,44,244
43,44,54
1,45,6
2,45,10
3,45,490
4,45,257
5,45,270
6,45,6
7,45,194
8,45,39
9,45,8
11,45,52
12,45,86
13,45,280
14,45,3
15,45,6
16,45,114
17,45,9
18,45,9
19,45,162
20,45,3
21,45,75
23,45,18
24,45,7
25,45,23
26,45,5
27,45,21
28,45,11
29,45,13
31,45,45
32,45,102
34,45,2
35,45,3
36,45,5
38,45,7
40,45,12
41,45,89
42,45,29
43,45,8
44,45,123
1,46,32
2,46,81
3,46,909
4,46,404
5,46,534
6,46,37
7,46,302
8,46,68
9,46,59
11,46,232
12,46,499
13,46,451
14,46,25
15,46,58
16,46,348
17,46,20
18,46,39
19,46,428
20,46,16
21,46,120
23,46,58
24,46,29
25,46,71
26,46,18
27,46,62
28,46,50
29,46,32
31,46,93
32,46,217
34,46,2
35,46,22
36,46,27
38,46,45
40,46,37
41,46,101
42,46,125
43,46,56
44,46,360
45,46,475
1,47,26
2,47,151
3,47,170
4,47,120
5,47,104
6,47,20
7,47,91
8,47,105
9,47,179
11,47,179
12,47,177
13,47,162
14,47,32
15,47,78
16,47,142
17,47,43
18,47,46
19,47,249
20,47,13
21,47,205
23,47,42
24,47,27
25,47,106
26,47,14
27,47,79
28,47,57
29,47,59
31,47,140
32,47,212
34,47,1
35,47,16
36,47,23
38,47,44
40,47,76
41,47,137
42,47,126
43,47,134
44,47,169
45,47,93
46,47,166
1,48,7
2,48,148
3,48,443
4,48,345
5,48,351
6,48,12
7,48,137
8,48,41
9,48,67
11,48,239
12,48,433
13,48,555
14,48,7
15,48,37
16,48,393
17,48,13
18,48,10
19,48,174
20,48,0
21,48,136
23,48,23
24,48,8
25,48,45
26,48,8
27,48,37
28,48,9
29,48,27
31,48,55
32,48,136
34,48,0
35,48,38
36,48,5
38,48,9
40,48,15
41,48,114
42,48,52
43,48,36
44,48,123
45,48,349
46,48,391
47,48,121
1,49,5
2,49,41
3,49,499
4,49,191
5,49,172
6,49,5
7,49,351
8,49,19
9,49,20
11,49,70
12,49,89
13,49,257
14,49,6
15,49,15
16,49,108
17,49,9
18,49,7
19,49,176
21,49,52
23,49,12
24,49,1
25,49,30
26,49,4
27,49,8
28,49,8
29,49,12
31,49,43
32,49,100
35,49,6
36,49,4
38,49,11
40,49,10
41,49,79
42,49,30
43,49,14
44,49,84
45,49,792
46,49,468
47,49,105
48,49,303
1,50,10
2,50,172
3,50,700
4,50,404
5,50,373
6,50,11
7,50,178
8,50,51
9,50,51
11,50,203
12,50,644
13,50,448
14,50,10
15,50,45
16,50,526
17,50,34
18,50,16
19,50,247
20,50,1
21,50,39
23,50,33
24,50,15
25,50,96
26,50,14
27,50,143
28,50,73
29,50,38
31,50,87
32,50,204
34,50,1
35,50,20
36,50,5
38,50,34
40,50,49
41,50,70
42,50,60
43,50,94
44,50,127
45,50,160
46,50,592
47,50,144
48,50,527
49,50,128
1,51,28
2,51,2
3,51,3
5,51,2
6,51,11
7,51,3
8,51,41
9,51,7
11,51,5
12,51,2
13,51,2
14,51,38
15,51,24
16,51,0
17,51,10
18,51,73
19,51,3
20,51,136
23,51,7
24,51,107
25,51,12
26,51,166
27,51,16
28,51,15
29,51,32
31,51,4
32,51,5
34,51,181
35,51,260
36,51,222
38,51,18
40,51,0
41,51,1
42,51,42
43,51,11
44,51,5
45,51,1
46,51,7
47,51,1
48,51,1
49,51,2
50,51,0
1,52,46
2,52,168
3,52,52
4,52,99
5,52,94
6,52,72
7,52,47
8,52,50
9,52,125
11,52,137
12,52,120
13,52,40
14,52,47
15,52,77
16,52,132
17,52,125
18,52,187
19,52,94
20,52,39
21,52,67
23,52,219
24,52,95
25,52,129
26,52,42
27,52,90
28,52,130
29,52,87
31,52,269
32,52,172
34,52,42
35,52,39
36,52,79
38,52,224
40,52,124
41,52,59
42,52,130
43,52,63
44,52,79
45,52,25
46,52,80
47,52,93
48,52,41
49,52,36
50,52,66
51,52,28
1,53,35
2,53,178
3,53,257
4,53,184
5,53,198
6,53,60
7,53,116
8,53,104
9,53,228
11,53,260
12,53,228
13,53,163
14,53,33
15,53,126
16,53,201
17,53,164
18,53,73
19,53,278
20,53,33
21,53,173
23,53,127
24,53,78
25,53,113
26,53,21
27,53,172
28,53,151
29,53,119
31,53,183
32,53,224
34,53,3
35,53,24
36,53,32
38,53,99
40,53,58
41,53,157
42,53,194
43,53,103
44,53,176
45,53,154
46,53,218
47,53,195
48,53,268
49,53,163
50,53,290
51,53,10
52,53,170
1,54,305
2,54,47
3,54,18
4,54,17
5,54,7
6,54,220
7,54,7
8,54,89
9,54,62
11,54,57
12,54,28
13,54,7
14,54,81
15,54,210
16,54,13
17,54,178
18,54,117
19,54,24
20,54,106
21,54,4
23,54,59
24,54,142
25,54,29
26,54,122
27,54,105
28,54,156
29,54,145
31,54,96
32,54,64
34,54,33
35,54,54
36,54,51
38,54,90
40,54,48
41,54,19
42,54,62
43,54,84
44,54,40
45,54,5
46,54,31
47,54,36
48,54,22
49,54,4
50,54,27
51,54,62
52,54,62
53,54,65
1,55,2
2,55,121
3,55,409
4,55,238
5,55,350
6,55,5
7,55,140
8,55,46
9,55,42
11,55,131
12,55,409
13,55,544
14,55,0
15,55,14
16,55,341
17,55,12
18,55,9
19,55,180
20,55,0
21,55,91
23,55,13
24,55,3
25,55,37
26,55,7
27,55,29
28,55,12
29,55,3
31,55,55
32,55,131
34,55,0
35,55,22
36,55,9
38,55,7
40,55,23
41,55,84
42,55,35
43,55,20
44,55,130
45,55,474
46,55,394
47,55,146
48,55,671
49,55,347
50,55,462
51,55,2
52,55,35
53,55,191
54,55,4
1,56,0
2,56,100
3,56,661
4,56,296
5,56,283
6,56,3
7,56,151
8,56,11
9,56,24
11,56,133
12,56,201
13,56,415
14,56,4
15,56,18
16,56,249
17,56,8
18,56,7
19,56,220
20,56,1
21,56,83
23,56,5
24,56,7
25,56,29
26,56,6
27,56,14
28,56,18
29,56,6
31,56,50
32,56,146
34,56,2
35,56,6
36,56,2
38,56,13
40,56,14
41,56,44
42,56,37
43,56,22
44,56,259
45,56,517
46,56,502
47,56,72
48,56,595
49,56,674
50,56,465
51,56,0
52,56,33
53,56,140
54,56,8
55,56,456
1,57,99
2,57,232
3,57,115
4,57,138
5,57,154
6,57,158
7,57,48
8,57,124
9,57,176
11,57,193
12,57,101
13,57,120
14,57,22
15,57,160
16,57,165
17,57,396
18,57,102
19,57,85
20,57,40
21,57,80
23,57,170
24,57,145
25,57,63
26,57,43
27,57,274
28,57,150
29,57,356
31,57,307
32,57,159
34,57,18
35,57,48
36,57,16
38,57,232
40,57,137
41,57,49
42,57,133
43,57,166
44,57,179
45,57,31
46,57,100
47,57,218
48,57,125
49,57,39
50,57,185
51,57,15
52,57,217
53,57,183
54,57,98
55,57,79
56,57,50
1,58,6
2,58,251
3,58,257
4,58,286
5,58,250
6,58,24
7,58,241
8,58,51
9,58,55
11,58,375
12,58,401
13,58,280
14,58,16
15,58,52
16,58,373
17,58,126
18,58,42
19,58,294
20,58,44
21,58,57
23,58,37
24,58,27
25,58,40
26,58,4
27,58,128
28,58,36
29,58,65
31,58,106
32,58,263
34,58,9
35,58,22
36,58,8
38,58,32
40,58,37
41,58,81
42,58,94
43,58,65
44,58,106
45,58,48
46,58,129
47,58,66
48,58,318
49,58,79
50,58,405
51,58,10
52,58,127
53,58,175
54,58,32
55,58,247
56,58,112
57,58,186
1,59,81
2,59,3
3,59,2
4,59,6
5,59,2
6,59,11
7,59,2
8,59,45
9,59,6
11,59,58
12,59,1
13,59,2
14,59,63
15,59,17
16,59,1
17,59,2
18,59,54
19,59,3
20,59,291
21,59,1
23,59,4
24,59,35
25,59,6
26,59,196
27,59,15
28,59,11
29,59,11
31,59,4
32,59,4
34,59,476
35,59,331
36,59,249
38,59,32
40,59,3
41,59,4
42,59,4
43,59,21
44,59,0
45,59,2
46,59,1
47,59,2
48,59,3
49,59,2
50,59,1
51,59,151
52,59,10
53,59,1
54,59,27
55,59,1
56,59,0
57,59,4
58,59,57
1,60,100
2,60,13
3,60,10
4,60,13
5,60,8
6,60,173
7,60,7
8,60,137
9,60,36
11,60,67
12,60,9
13,60,10
14,60,112
15,60,334
16,60,7
17,60,36
18,60,289
19,60,10
20,60,164
21,60,2
23,60,105
24,60,296
25,60,14
26,60,177
27,60,142
28,60,140
29,60,149
31,60,85
32,60,33
34,60,67
35,60,89
36,60,44
38,60,82
40,60,49
41,60,9
42,60,34
43,60,35
44,60,20
45,60,13
46,60,25
47,60,29
48,60,5
49,60,2
50,60,7
51,60,89
52,60,63
53,60,40
54,60,259
55,60,8
56,60,4
57,60,37
58,60,24
59,60,48
1,61,6
2,61,230
3,61,622
4,61,335
5,61,353
6,61,4
7,61,461
8,61,76
9,61,96
11,61,299
12,61,565
13,61,399
14,61,10
15,61,42
16,61,441
17,61,22
18,61,33
19,61,353
20,61,9
21,61,284
23,61,44
24,61,22
25,61,89
26,61,14
27,61,84
28,61,48
29,61,46
31,61,141
32,61,239
34,61,5
35,61,28
36,61,9
38,61,42
40,61,87
41,61,124
42,61,91
43,61,61
44,61,162
45,61,238
46,61,505
47,61,215
48,61,539
49,61,205
50,61,821
51,61,5
52,61,188
53,61,350
54,61,29
55,61,407
56,61,447
57,61,137
58,61,349
60,61,15
1,62,23
2,62,365
3,62,251
4,62,189
5,62,178
6,62,63
7,62,124
8,62,121
9,62,260
11,62,246
12,62,372
13,62,311
14,62,18
15,62,73
16,62,291
17,62,53
18,62,59
19,62,224
20,62,15
21,62,137
23,62,95
24,62,33
25,62,111
26,62,23
27,62,145
28,62,115
29,62,58
31,62,219
32,62,305
34,62,4
35,62,22
36,62,13
38,62,106
40,62,108
41,62,203
42,62,114
43,62,151
44,62,102
45,62,174
46,62,263
47,62,208
48,62,538
49,62,90
50,62,340
51,62,5
52,62,87
53,62,227
54,62,32
55,62,298
56,62,247
57,62,257
58,62,179
59,62,0
60,62,47
61,62,312
1,63,1
2,63,43
3,63,9
4,63,7
5,63,10
6,63,35
7,63,4
8,63,56
9,63,98
11,63,68
12,63,7
13,63,4
14,63,9
15,63,43
16,63,8
17,63,25
18,63,97
19,63,10
20,63,183
21,63,5
23,63,44
24,63,53
25,63,26
26,63,151
27,63,113
28,63,74
29,63,78
31,63,123
32,63,26
34,63,97
35,63,170
36,63,96
38,63,52
40,63,44
41,63,42
42,63,72
43,63,37
44,63,37
45,63,3
46,63,18
47,63,26
48,63,2
49,63,5
50,63,11
51,63,129
52,63,87
53,63,43
54,63,16
55,63,4
56,63,3
57,63,61
58,63,85
59,63,235
60,63,52
61,63,32
62,63,34
1,65,9
2,65,251
3,65,191
4,65,227
5,65,177
6,65,35
7,65,119
8,65,90
9,65,196
11,65,691
12,65,325
13,65,153
14,65,25
15,65,95
16,65,333
17,65,53
18,65,63
19,65,346
20,65,19
21,65,31
23,65,39
24,65,33
25,65,79
26,65,19
27,65,86
28,65,67
29,65,53
31,65,180
32,65,408
34,65,6
35,65,31
36,65,15
38,65,45
40,65,38
41,65,73
42,65,75
43,65,236
44,65,129
45,65,38
46,65,240
47,65,134
48,65,194
49,65,91
50,65,213
51,65,7
52,65,109
53,65,242
54,65,41
55,65,176
56,65,103
57,65,103
58,65,418
59,65,3
60,65,23
61,65,298
62,65,208
63,65,28
1,66,7
2,66,71
3,66,419
4,66,226
5,66,245
6,66,7
7,66,179
8,66,53
9,66,29
11,66,77
12,66,274
13,66,253
14,66,12
15,66,17
16,66,234
17,66,19
18,66,13
19,66,229
20,66,2
21,66,100
23,66,22
24,66,10
25,66,83
26,66,4
27,66,38
28,66,34
29,66,25
31,66,36
32,66,126
34,66,2
35,66,22
36,66,2
38,66,28
40,66,17
41,66,94
42,66,75
43,66,23
44,66,133
45,66,380
46,66,702
47,66,173
48,66,411
49,66,171
50,66,368
51,66,2
52,66,46
53,66,163
54,66,12
55,66,317
56,66,321
57,66,98
58,66,163
59,66,1
60,66,2
61,66,324
62,66,190
63,66,11
65,66,175
1,67,30
2,67,234
3,67,276
4,67,200
5,67,201
6,67,29
7,67,97
8,67,51
9,67,84
11,67,322
12,67,574
13,67,344
14,67,11
15,67,100
16,67,460
17,67,126
18,67,41
19,67,243
20,67,8
21,67,227
23,67,32
24,67,40
25,67,36
26,67,22
27,67,126
28,67,97
29,67,88
31,67,124
32,67,285
34,67,4
35,67,25
36,67,16
38,67,60
40,67,83
41,67,58
42,67,134
43,67,110
44,67,96
45,67,66
46,67,172
47,67,91
48,67,550
49,67,40
50,67,462
51,67,2
52,67,112
53,67,173
54,67,28
55,67,415
56,67,378
57,67,249
58,67,468
59,67,3
60,67,14
61,67,454
62,67,417
63,67,14
65,67,300
66,67,115
1,68,2
2,68,128
3,68,439
4,68,252
5,68,190
6,68,5
7,68,267
8,68,42
9,68,42
11,68,129
12,68,178
13,68,292
14,68,0
15,68,17
16,68,202
17,68,13
18,68,7
19,68,262
20,68,1
21,68,75
23,68,12
24,68,2
25,68,43
26,68,5
27,68,24
28,68,25
29,68,12
31,68,65
32,68,129
34,68,0
35,68,24
36,68,6
38,68,20
40,68,8
41,68,67
42,68,30
43,68,26
44,68,173
45,68,661
46,68,374
47,68,138
48,68,588
49,68,592
50,68,274
51,68,1
52,68,26
53,68,198
54,68,5
55,68,592
56,68,585
57,68,81
58,68,44
59,68,1
60,68,8
61,68,419
62,68,206
63,68,9
65,68,107
66,68,425
67,68,167
1,69,7
2,69,185
3,69,144
4,69,283
5,69,189
6,69,23
7,69,82
8,69,95
9,69,55
11,69,276
12,69,418
13,69,209
14,69,12
15,69,34
16,69,497
17,69,124
18,69,41
19,69,115
20,69,18
21,69,69
23,69,64
24,69,23
25,69,103
26,69,39
27,69,165
28,69,63
29,69,129
31,69,185
32,69,157
34,69,3
35,69,19
36,69,7
38,69,58
40,69,59
41,69,74
42,69,196
43,69,136
44,69,204
45,69,43
46,69,187
47,69,100
48,69,150
49,69,56
50,69,309
51,69,0
52,69,198
53,69,262
54,69,83
55,69,178
56,69,135
57,69,549
58,69,251
59,69,3
60,69,8
61,69,183
62,69,574
63,69,10
65,69,115
66,69,209
67,69,537
68,69,137
1,70,126
2,70,12
3,70,5
4,70,5
5,70,4
6,70,33
7,70,2
8,70,78
9,70,15
11,70,19
12,70,9
13,70,2
14,70,198
15,70,27
16,70,3
17,70,15
18,70,64
19,70,13
20,70,265
21,70,16
23,70,20
24,70,91
25,70,5
26,70,241
27,70,25
28,70,18
29,70,24
31,70,36
32,70,4
34,70,513
35,70,489
36,70,291
38,70,23
40,70,4
41,70,35
42,70,11
43,70,10
44,70,0
45,70,3
46,70,6
47,70,8
48,70,1
49,70,4
50,70,5
51,70,223
52,70,40
53,70,16
54,70,34
56,70,2
57,70,20
58,70,31
59,70,470
60,70,78
61,70,5
62,70,6
63,70,139
65,70,7
66,70,5
67,70,2
68,70,2
69,70,7
1,71,194
2,71,37
3,71,10
4,71,32
5,71,13
6,71,169
7,71,5
8,71,120
9,71,40
11,71,40
12,71,24
13,71,9
14,71,120
15,71,99
16,71,12
17,71,159
18,71,125
19,71,15
20,71,158
21,71,1
23,71,23
24,71,215
25,71,35
26,71,130
27,71,99
28,71,161
29,71,169
31,71,108
32,71,27
34,71,66
35,71,97
36,71,144
38,71,139
40,71,35
41,71,31
42,71,14
43,71,47
44,71,3
45,71,11
46,71,34
47,71,31
48,71,12
49,71,5
50,71,9
51,71,27
52,71,79
53,71,62
54,71,123
55,71,8
56,71,5
57,71,80
58,71,19
59,71,63
60,71,58
61,71,22
62,71,36
63,71,4
65,71,12
66,71,14
67,71,27
68,71,3
69,71,32
70,71,123
1,72,65
2,72,78
3,72,28
4,72,42
5,72,40
6,72,273
7,72,7
8,72,157
9,72,98
11,72,76
12,72,43
13,72,25
14,72,72
15,72,535
16,72,40
17,72,96
18,72,151
19,72,76
20,72,123
21,72,10
23,72,160
24,72,179
25,72,28
26,72,82
27,72,154
28,72,179
29,72,233
31,72,155
32,72,71
34,72,42
35,72,80
36,72,47
38,72,120
40,72,94
41,72,32
42,72,81
43,72,151
44,72,25
45,72,7
46,72,66
47,72,68
48,72,13
49,72,8
50,72,39
51,72,29
52,72,71
53,72,106
54,72,301
55,72,13
56,72,13
57,72,143
58,72,38
59,72,11
60,72,381
61,72,31
62,72,82
63,72,31
65,72,64
66,72,21
67,72,29
68,72,21
69,72,34
70,72,28
71,72,74
1,73,6
2,73,81
3,73,254
4,73,356
5,73,288
6,73,11
7,73,314
8,73,98
9,73,33
11,73,172
12,73,321
13,73,336
14,73,8
15,73,30
16,73,422
17,73,14
18,73,13
19,73,248
20,73,0
21,73,100
23,73,29
24,73,11
25,73,109
26,73,14
27,73,42
28,73,34
29,73,40
31,73,90
32,73,213
34,73,1
35,73,17
36,73,14
38,73,16
40,73,18
41,73,98
42,73,75
43,73,17
44,73,271
45,73,248
46,73,734
47,73,270
48,73,431
49,73,226
50,73,326
51,73,1
52,73,93
53,73,284
54,73,5
55,73,293
56,73,363
57,73,103
58,73,113
59,73,3
60,73,18
61,73,405
62,73,206
63,73,30
65,73,119
66,73,355
67,73,112
68,73,414
69,73,200
70,73,5
71,73,17
72,73,23
1,74,77
2,74,50
3,74,9
4,74,11
5,74,21
6,74,91
7,74,3
8,74,101
9,74,42
11,74,36
12,74,13
13,74,16
14,74,54
15,74,381
16,74,20
17,74,160
18,74,284
19,74,20
20,74,76
21,74,5
23,74,35
24,74,195
25,74,35
26,74,117
27,74,55
28,74,136
29,74,95
31,74,81
32,74,26
34,74,27
35,74,119
36,74,59
38,74,43
40,74,50
41,74,16
42,74,57
43,74,20
44,74,14
45,74,5
46,74,25
47,74,24
48,74,23
49,74,9
50,74,29
51,74,22
52,74,56
53,74,42
54,74,283
55,74,11
56,74,7
57,74,58
58,74,23
59,74,15
60,74,146
61,74,18
62,74,32
63,74,19
65,74,22
66,74,9
67,74,25
68,74,5
69,74,19
70,74,28
71,74,82
72,74,278
73,74,12
1,75,8
2,75,230
3,75,820
4,75,335
5,75,426
6,75,19
7,75,186
8,75,61
9,75,50
11,75,203
12,75,390
13,75,579
14,75,10
15,75,28
16,75,579
17,75,16
18,75,15
19,75,358
20,75,2
21,75,93
23,75,24
24,75,6
25,75,65
26,75,12
27,75,87
28,75,55
29,75,51
31,75,100
32,75,178
34,75,3
35,75,22
36,75,10
38,75,43
40,75,24
41,75,100
42,75,119
43,75,33
44,75,170
45,75,254
46,75,564
47,75,132
48,75,723
49,75,333
50,75,772
52,75,85
53,75,215
54,75,11
55,75,454
56,75,440
57,75,139
58,75,415
59,75,2
60,75,4
61,75,520
62,75,307
63,75,19
65,75,266
66,75,433
67,75,388
68,75,573
69,75,577
70,75,1
71,75,12
72,75,25
73,75,413
74,75,13
1,76,2
2,76,130
3,76,811
4,76,378
5,76,394
6,76,11
7,76,413
8,76,38
9,76,61
11,76,290
12,76,606
13,76,492
14,76,13
15,76,42
16,76,697
17,76,15
18,76,10
19,76,262
20,76,5
21,76,98
23,76,18
24,76,31
25,76,44
26,76,5
27,76,52
28,76,30
29,76,23
31,76,62
32,76,143
34,76,2
35,76,17
36,76,9
38,76,22
40,76,48
41,76,52
42,76,71
43,76,36
44,76,274
45,76,531
46,76,576
47,76,122
48,76,538
49,76,255
50,76,767
51,76,0
52,76,63
53,76,163
54,76,10
55,76,527
56,76,471
57,76,154
58,76,527
59,76,3
60,76,12
61,76,593
62,76,260
63,76,4
